60
0		26		23		47		34		19		30		36		34		8		24		9		24		18		9		21		38		34		45		35		27		30		9		21		26		33		27		49		14		26		49		38		29		24		25		45		28		25		31		42		2		27		31		33		44		33		26		18		36		33		49		48		39		7		32		35		30		58		19		32
26		0		49		21		28		13		46		42		12		34		50		29		2		24		17		27		50		8		19		15		33		36		17		47		22		59		53		43		12		6		75		44		49		46		29		71		54		45		37		48		24		53		5		21		38		27		52		8		62		59		43		22		49		19		18		47		56		52		11		38
23		49		0		70		57		42		7		27		57		17		45		20		47		25		32		44		61		57		68		58		42		39		32		36		49		14		42		72		37		49		26		19		52		3		48		38		17		4		26		35		25		8		54		56		67		56		21		41		35		40		72		71		62		30		55		58		53		81		42		21
47		21		70		0		33		34		67		43		13		55		71		50		23		45		38		48		71		13		12		20		28		31		38		68		21		80		74		62		33		21		96		51		70		67		50		92		75		66		44		43		45		74		16		26		47		42		73		29		83		80		50		1		70		40		23		68		77		57		28		49
34		28		57		33		0		15		64		70		40		40		38		43		28		52		39		15		38		36		31		21		61		64		31		35		50		47		41		29		40		34		63		72		37		58		17		59		42		59		65		76		32		49		33		19		14		9		40		22		50		47		17		34		37		31		18		35		44		24		17		66
19		13		42		34		15		0		49		55		25		25		37		28		13		37		24		14		37		21		32		22		46		49		16		34		35		46		40		30		25		19		62		57		36		43		16		58		41		44		50		61		17		40		18		20		25		14		39		7		49		46		30		35		36		16		19		34		43		39		6		51
30		46		7		67		64		49		0		24		54		24		52		21		44		22		29		51		68		54		65		55		39		36		33		43		46		21		49		79		34		46		29		16		59		6		55		45		24		5		23		32		32		15		51		57		74		63		28		42		42		47		79		68		69		33		54		65		60		88		47		18
36		42		27		43		70		55		24		0		30		30		58		27		42		18		31		57		74		34		49		57		15		12		39		49		22		37		55		85		30		36		53		8		65		24		61		51		32		23		5		8		38		31		37		63		80		69		34		48		48		53		85		44		75		39		60		71		66		94		53		6
34		12		57		13		40		25		54		30		0		42		58		37		12		32		25		35		58		4		19		27		21		24		25		55		10		67		61		55		20		8		83		38		57		54		37		79		62		53		31		36		32		61		7		33		50		39		60		18		70		67		55		14		57		27		30		55		64		64		23		36
8		34		17		55		40		25		24		30		42		0		28		5		32		12		17		27		44		42		53		43		27		24		17		19		34		25		25		55		22		34		41		32		35		18		31		37		20		19		25		36		10		19		39		41		50		39		18		26		28		25		55		56		45		15		40		41		36		64		27		26
24		50		45		71		38		37		52		58		58		28		0		31		48		40		33		23		16		58		69		59		49		52		33		9		50		31		3		27		38		50		25		60		7		46		21		21		28		47		53		64		26		37		55		57		24		29		24		42		12		9		27		72		17		31		56		13		8		36		43		54
9		29		20		50		43		28		21		27		37		5		31		0		27		9		12		30		47		37		48		38		22		21		12		22		29		30		28		58		17		29		46		29		38		17		34		42		25		16		22		33		11		24		34		36		53		42		23		21		33		30		58		51		48		12		35		44		39		67		26		23
24		2		47		23		28		13		44		42		12		32		48		27		0		24		15		25		48		10		21		15		33		36		15		45		22		57		51		43		12		6		73		44		47		44		27		69		52		43		37		48		22		51		7		21		38		27		50		6		60		57		43		24		47		17		18		45		54		52		11		38
18		24		25		45		52		37		22		18		32		12		40		9		24		0		13		39		56		32		43		39		17		14		21		31		24		35		37		67		12		24		51		20		47		22		43		47		30		21		13		24		20		29		29		45		62		51		28		30		38		35		67		46		57		21		42		53		48		76		35		14
9		17		32		38		39		24		29		31		25		17		33		12		15		13		0		26		43		25		36		26		22		25		8		30		17		42		36		54		5		17		58		33		34		29		30		54		37		28		26		37		7		36		22		32		49		38		35		17		45		42		54		39		44		8		29		40		39		63		22		27
21		27		44		48		15		14		51		57		35		27		23		30		25		39		26		0		23		35		46		36		48		51		18		20		37		32		26		28		27		27		48		59		22		45		4		44		27		46		52		63		19		36		32		34		23		12		25		19		35		32		28		49		22		18		33		20		29		37		20		53
38		50		61		71		38		37		68		74		58		44		16		47		48		56		43		23		0		58		69		59		65		68		35		25		54		47		19		11		44		50		41		76		9		62		21		23		44		63		69		80		36		53		55		57		24		29		40		42		26		21		21		72		1		35		56		3		8		20		43		70
34		8		57		13		36		21		54		34		4		42		58		37		10		32		25		35		58		0		15		23		25		28		25		55		14		67		61		51		20		8		83		38		57		54		37		79		62		53		31		40		32		61		3		29		46		35		60		16		70		67		51		14		57		27		26		55		64		60		19		36
45		19		68		12		31		32		65		49		19		53		69		48		21		43		36		46		69		15		0		10		40		43		36		66		29		78		72		60		31		19		94		51		68		65		48		90		73		64		44		55		43		72		14		14		45		40		71		27		81		78		48		11		68		38		13		66		75		51		26		47
35		15		58		20		21		22		55		57		27		43		59		38		15		39		26		36		59		23		10		0		48		51		26		56		37		68		62		50		27		21		84		59		58		55		38		80		63		54		52		63		33		62		20		6		35		30		61		17		71		68		38		19		58		28		3		56		65		41		16		53
27		33		42		28		61		46		39		15		21		27		49		22		33		17		22		48		65		25		40		48		0		3		30		40		11		52		46		76		21		27		68		23		56		39		52		64		47		38		16		15		29		46		28		54		71		60		45		39		55		52		76		29		66		30		51		62		57		85		44		21
30		36		39		31		64		49		36		12		24		24		52		21		36		14		25		51		68		28		43		51		3		0		33		43		14		49		49		79		24		30		65		20		59		36		55		61		44		35		13		12		32		43		31		57		74		63		42		42		52		49		79		32		69		33		54		65		60		88		47		18
