60
0		98		49		76		62		36		46		64		49		21		55		32		62		24		33		43		57		84		18		62		36		56		38		94		34		51		55		59		40		33		59		73		69		39		66		65		62		31		59		86		62		43		58		65		47		70		67		69		45		90		68		45		59		77		23		69		79		48		15		101
98		0		49		22		40		64		52		34		49		85		43		66		36		74		65		55		41		20		80		36		62		52		60		16		66		47		43		55		58		73		39		25		29		59		32		37		36		67		39		26		36		55		52		39		51		28		37		31		53		8		30		53		43		21		77		29		27		50		83		13
49		49		0		35		25		17		23		49		16		36		28		27		49		25		16		6		10		35		31		13		25		37		11		45		53		8		16		40		11		24		10		28		20		26		17		52		19		30		22		37		19		54		37		24		22		25		52		20		24		41		23		4		58		28		42		20		42		33		34		52
76		22		35		0		60		52		30		14		27		63		21		44		14		52		43		39		25		8		58		40		40		72		44		36		44		43		51		75		36		51		25		7		49		37		44		17		54		45		17		46		16		33		72		59		29		10		17		51		59		16		12		33		23		23		55		23		7		28		61		25
62		40		25		60		0		28		48		74		41		49		53		52		74		38		29		21		35		60		44		20		50		12		24		32		78		17		9		15		36		37		35		53		11		51		16		77		6		55		47		24		44		79		12		3		47		50		77		9		17		44		48		27		83		37		67		37		67		58		47		53
36		64		17		52		28		0		40		66		33		21		45		44		66		20		13		13		27		52		24		28		42		20		8		60		70		17		21		23		28		9		27		45		35		43		32		69		28		47		39		52		36		71		24		31		39		42		69		35		11		56		40		19		75		43		59		35		59		50		35		67
46		52		23		30		48		40		0		26		7		33		9		14		26		22		27		27		13		38		28		28		10		60		32		48		30		31		39		63		12		37		13		27		37		7		32		29		42		15		13		40		16		31		60		47		1		24		29		39		47		44		22		21		35		31		25		23		33		10		31		55
64		34		49		14		74		66		26		0		33		51		21		32		2		46		53		53		39		20		46		54		28		86		58		50		32		57		65		89		38		63		39		21		63		25		58		3		68		33		27		60		30		21		86		73		27		24		3		65		73		30		26		47		9		37		43		37		15		16		49		37
49		49		16		27		41		33		7		33		0		36		12		17		33		25		20		20		8		35		31		21		13		53		25		45		37		24		32		56		9		30		10		24		30		10		25		36		35		18		10		37		13		38		53		40		6		21		36		32		40		41		19		14		42		28		28		20		30		17		34		52
21		85		36		63		49		21		33		51		36		0		42		29		51		11		20		30		44		71		9		49		27		37		25		81		55		38		42		42		27		12		46		60		56		28		53		54		49		32		46		73		49		56		45		52		34		57		54		56		32		77		55		32		60		64		44		56		66		35		20		88
55		43		28		21		53		45		9		21		12		42		0		23		21		31		32		32		18		29		37		33		19		65		37		39		25		36		44		68		17		42		18		18		42		16		37		24		47		24		6		39		9		26		65		52		8		15		24		44		52		35		13		26		30		22		34		16		24		7		40		46
32		66		27		44		52		44		14		32		17		29		23		0		30		24		31		31		25		52		20		32		4		64		36		62		26		35		43		67		16		41		27		41		41		7		36		33		46		3		27		54		30		27		64		51		15		38		35		43		51		58		36		25		31		45		15		37		47		16		17		69
62		36		49		14		74		66		26		2		33		51		21		30		0		46		53		53		39		22		44		54		26		86		58		50		30		57		65		89		38		63		39		21		63		23		58		3		68		31		27		60		30		19		86		73		27		24		5		65		73		30		26		47		9		37		41		37		17		16		47		39
24		74		25		52		38		20		22		46		25		11		31		24		46		0		9		19		33		60		6		38		22		40		14		70		50		27		31		43		16		17		35		49		45		23		42		49		38		27		35		62		38		51		40		41		23		46		49		45		27		66		44		21		55		53		39		45		55		30		15		77
33		65		16		43		29		13		27		53		20		20		32		31		53		9		0		10		24		51		15		29		29		33		5		61		57		18		22		36		15		10		26		40		36		30		33		56		29		34		26		53		29		58		33		32		26		37		56		36		20		57		35		12		62		44		46		36		46		37		22		68
43		55		6		39		21		13		27		53		20		30		32		31		53		19		10		0		14		41		25		19		29		33		5		51		57		8		12		36		15		18		16		32		26		30		23		56		19		34		26		43		23		58		33		22		26		29		56		26		20		47		27		6		62		34		46		26		46		37		28		58
57		41		10		25		35		27		13		39		8		44		18		25		39		33		24		14		0		27		39		15		21		47		19		37		43		18		26		50		17		32		2		18		24		18		19		42		29		26		12		29		9		44		47		34		12		15		42		26		34		33		13		12		48		20		36		12		32		23		42		44
84		20		35		8		60		52		38		20		35		71		29		52		22		60		51		41		27		0		66		40		48		72		46		36		52		43		51		75		44		59		25		11		49		45		44		19		54		53		25		46		22		41		72		59		37		14		17		51		59		16		16		39		25		23		63		23		7		36		69		17
18		80		31		58		44		24		28		46		31		9		37		20		44		6		15		25		39		66		0		44		18		44		20		76		46		33		37		47		22		21		41		55		51		21		48		47		44		23		41		68		44		47		44		47		29		52		49		51		31		72		50		27		51		59		35		51		61		30		11		83
62		36		13		40		20		28		28		54		21		49		33		32		54		38		29		19		15		40		44		0		30		32		24		32		58		11		11		35		22		37		15		33		9		31		4		57		14		35		27		24		24		59		32		19		27		30		57		11		19		28		28		17		63		17		47		17		47		38		47		39
36		62		25		40		50		42		10		28		13		27		19		4		26		22		29		29		21		48		18		30		0		62		34		58		28		33		41		65		14		39		23		37		39		3		34		29		44		5		23		50		26		29		62		49		11		34		31		41		49		54		32		23		33		41		17		33		43		12		21		65
56		52		37		72		12		20		60		86		53		37		65		64		86		40		33		33		47		72		44		32		62		0		28		44		90		29		21		5		48		25		47		65		23		63		28		89		18		67		59		36		56		91		8		15		59		62		89		21		13		56		60		39		95		49		79		49		79		70		55		65
38		60		11		44		24		8		32		58		25		25		37		36		58		14		5		5		19		46		20		24		34		28		0		56		62		13		17		31		20		13		21		37		31		35		28		61		24		39		31		48		28		63		28		27		31		34		61		31		15		52		32		11		67		39		51		31		51		42		27		63
94		16		45		36		32		60		48		50		45		81		39		62		50		70		61		51		37		36		76		32		58		44		56		0		62		43		39		39		54		69		35		29		25		55		28		53		32		63		35		10		32		55		36		29		47		26		53		25		49		20		26		49		59		17		73		25		43		46		79		29
34		66		53		44		78		70		30		32		37		55		25		26		30		50		57		57		43		52		46		58		28		90		62		62		0		61		69		93		42		67		43		41		67		27		62		33		72		23		31		64		34		11		90		77		31		38		35		69		77		58		36		51		27		45		11		41		47		20		35		69
51		47		8		43		17		17		31		57		24		38		36		35		57		27		18		8		18		43		33		11		33		29		13		43		61		0		8		32		19		26		18		36		18		34		15		60		11		38		30		35		27		62		29		16		30		33		60		18		16		39		31		10		66		26		50		20		50		41		36		50
55		43		16		51		9		21		39		65		32		42		44		43		65		31		22		12		26		51		37		11		41		21		17		39		69		8		0		24		27		30		26		44		14		42		11		68		7		46		38		31		35		70		21		10		38		41		68		14		10		35		39		18		74		28		58		28		58		49		40		46
59		55		40		75		15		23		63		89		56		42		68		67		89		43		36		36		50		75		47		35		65		5		31		39		93		32		24		0		51		30		50		68		26		66		31		92		21		70		62		31		59		94		3		16		62		65		92		24		16		59		63		42		98		52		82		52		82		73		58		68
40		58		11		36		36		28		12		38		9		27		17		16		38		16		15		15		17		44		22		22		14		48		20		54		42		19		27		51		0		25		19		33		29		15		26		41		30		19		19		46		22		43		48		35		11		30		41		29		35		50		28		9		47		37		31		29		39		22		25		61
33		73		24		51		37		9		37		63		30		12		42		41		63		17		10		18		32		59		21		37		39		25		13		69		67		26		30		30		25		0		34		48		44		40		41		66		37		44		36		61		37		68		33		40		36		45		66		44		20		65		43		20		72		52		56		44		56		47		32		76
59		39		10		25		35		27		13		39		10		46		18		27		39		35		26		16		2		25		41		15		23		47		21		35		43		18		26		50		19		34		0		18		24		20		19		42		29		28		12		27		9		44		47		34		12		15		42		26		34		31		13		14		48		18		38		10		32		23		44		42
73		25		28		7		53		45		27		21		24		60		18		41		21		49		40		32		18		11		55		33		37		65		37		29		41		36		44		68		33		48		18		0		42		34		37		24		47		42		14		39		11		30		65		52		26		3		24		44		52		17		5		28		30		16		52		16		14		25		58		28
69		29		20		49		11		35		37		63		30		56		42		41		63		45		36		26		24		49		51		9		39		23		31		25		67		18		14		26		29		44		24		42		0		40		5		66		7		44		36		17		33		68		23		10		36		39		66		2		24		33		37		24		72		26		56		26		56		47		54		42
39		59		26		37		51		43		7		25		10		28		16		7		23		23		30		30		18		45		21		31		3		63		35		55		27		34		42		66		15		40		20		34		40		0		35		26		45		8		20		47		23		28		63		50		8		31		28		42		50		51		29		24		32		38		18		30		40		9		24		62
66		32		17		44		16		32		32		58		25		53		37		36		58		42		33		23		19		44		48		4		34		28		28		28		62		15		11		31		26		41		19		37		5		35		0		61		10		39		31		20		28		63		28		15		31		34		61		7		21		28		32		21		67		21		51		21		51		42		51		37
65		37		52		17		77		69		29		3		36		54		24		33		3		49		56		56		42		19		47		57		29		89		61		53		33		60		68		92		41		66		42		24		66		26		61		0		71		34		30		63		33		22		89		76		30		27		2		68		76		33		29		50		6		40		44		40		14		19		50		36
62		36		19		54		6		28		42		68		35		49		47		46		68		38		29		19		29		54		44		14		44		18		24		32		72		11		7		21		30		37		29		47		7		45		10		71		0		49		41		24		38		73		18		5		41		44		71		7		17		38		42		21		77		31		61		31		61		52		47		47
31		67		30		45		55		47		15		33		18		32		24		3		31		27		34		34		26		53		23		35		5		67		39		63		23		38		46		70		19		44		28		42		44		8		39		34		49		0		28		55		31		24		67		54		16		39		36		46		54		59		37		28		28		46		12		38		48		17		16		70
59		39		22		17		47		39		13		27		10		46		6		27		27		35		26		26		12		25		41		27		23		59		31		35		31		30		38		62		19		36		12		14		36		20		31		30		41		28		0		33		3		32		59		46		12		11		30		38		46		31		9		20		36		18		38		10		20		11		44		42
86		26		37		46		24		52		40		60		37		73		39		54		60		62		53		43		29		46		68		24		50		36		48		10		64		35		31		31		46		61		27		39		17		47		20		63		24		55		33		0		30		65		28		21		39		36		63		17		41		30		34		41		69		23		65		23		53		44		71		39
62		36		19		16		44		36		16		30		13		49		9		30		30		38		29		23		9		22		44		24		26		56		28		32		34		27		35		59		22		37		9		11		33		23		28		33		38		31		3		30		0		35		56		43		15		8		33		35		43		28		6		17		39		15		41		7		23		14		47		39
43		55		54		33		79		71		31		21		38		56		26		27		19		51		58		58		44		41		47		59		29		91		63		55		11		62		70		94		43		68		44		30		68		28		63		22		73		24		32		65		35		0		91		78		32		29		24		70		78		47		31		52		16		42		22		42		36		21		36		58
58		52		37		72		12		24		60		86		53		45		65		64		86		40		33		33		47		72		44		32		62		8		28		36		90		29		21		3		48		33		47		65		23		63		28		89		18		67		59		28		56		91		0		13		59		62		89		21		13		56		60		39		95		49		79		49		79		70		55		65
65		39		24		59		3		31		47		73		40		52		52		51		73		41		32		22		34		59		47		19		49		15		27		29		77		16		10		16		35		40		34		52		10		50		15		76		5		54		46		21		43		78		13		0		46		49		76		8		20		43		47		26		82		36		66		36		66		57		50		52
47		51		22		29		47		39		1		27		6		34		8		15		27		23		26		26		12		37		29		27		11		59		31		47		31		30		38		62		11		36		12		26		36		8		31		30		41		16		12		39		15		32		59		46		0		23		30		38		46		43		21		20		36		30		26		22		32		11		32		54
