40
0		37		34		35		18		4		10		35		29		8		8		17		15		18		22		17		27		14		34		21		25		35		29		10		39		25		31		32		16		24		19		22		14		21		9		14		37		15		5		31
37		0		7		20		25		35		37		24		26		29		41		20		46		55		29		20		10		23		17		22		28		16		8		29		24		32		16		19		53		29		56		17		27		26		42		23		30		34		32		28
34		7		0		23		22		32		34		17		23		26		38		17		43		52		26		17		7		20		10		15		25		9		5		26		27		29		19		20		50		26		53		12		20		23		39		20		27		27		29		21
35		20		23		0		17		31		25		40		6		41		27		30		26		35		13		22		24		27		33		38		10		32		18		25		4		12		4		3		33		11		36		33		43		14		26		37		10		50		38		44
18		25		22		17		0		14		12		23		11		24		16		13		21		30		4		5		15		10		22		21		7		23		17		8		21		7		13		14		28		6		31		16		26		3		17		20		19		33		21		27
4		35		32		31		14		0		6		33		25		10		6		15		11		20		18		15		25		12		32		19		21		33		27		6		35		21		27		28		18		20		21		20		12		17		7		12		33		19		7		29
10		37		34		25		12		6		0		35		19		16		4		17		9		18		12		17		27		14		34		21		15		35		29		8		29		15		21		22		16		14		19		22		18		11		5		14		27		25		13		31
35		24		17		40		23		33		35		0		34		27		39		18		44		53		27		18		16		21		7		14		30		8		22		27		44		30		36		37		51		29		54		13		21		26		40		21		42		20		30		4
29		26		23		6		11		25		19		34		0		35		21		24		20		29		7		16		18		21		27		32		4		26		18		19		10		6		10		7		27		5		30		27		37		8		20		31		8		44		32		38
8		29		26		41		24		10		16		27		35		0		14		11		21		26		28		19		19		14		26		13		31		27		23		16		45		31		37		38		24		30		27		14		6		27		15		6		43		9		3		23
8		41		38		27		16		6		4		39		21		14		0		21		7		14		14		21		31		18		38		25		17		39		33		12		31		17		25		24		12		16		15		26		18		15		1		18		29		23		11		35
17		20		17		30		13		15		17		18		24		11		21		0		26		35		17		8		10		3		17		8		20		18		12		9		34		20		26		27		33		19		36		5		13		16		22		7		32		20		12		14
15		46		43		26		21		11		9		44		20		21		7		26		0		9		17		26		36		23		43		30		18		44		38		17		24		14		30		27		7		17		10		31		23		20		6		23		22		30		18		40
18		55		52		35		30		20		18		53		29		26		14		35		9		0		26		35		45		32		52		39		27		53		47		26		31		23		39		36		2		26		9		40		32		29		13		32		25		33		23		49
22		29		26		13		4		18		12		27		7		28		14		17		17		26		0		9		19		14		26		25		3		27		21		12		17		3		13		10		24		2		27		20		30		3		13		24		15		37		25		31
17		20		17		22		5		15		17		18		16		19		21		8		26		35		9		0		10		5		17		16		12		18		12		9		26		12		18		19		33		11		36		11		21		8		22		15		24		28		16		22
27		10		7		24		15		25		27		16		18		19		31		10		36		45		19		10		0		13		9		14		18		8		6		19		28		22		20		21		43		19		46		9		19		16		32		13		26		26		22		20
14		23		20		27		10		12		14		21		21		14		18		3		23		32		14		5		13		0		20		11		17		21		15		6		31		17		23		24		30		16		33		8		16		13		19		10		29		23		11		17
34		17		10		33		22		32		34		7		27		26		38		17		43		52		26		17		9		20		0		13		25		1		15		26		37		29		29		30		50		26		53		12		20		23		39		20		35		19		29		11
21		22		15		38		21		19		21		14		32		13		25		8		30		39		25		16		14		11		13		0		28		14		20		13		42		28		34		35		37		27		40		5		7		24		26		7		40		12		16		10
25		28		25		10		7		21		15		30		4		31		17		20		18		27		3		12		18		17		25		28		0		26		20		15		14		4		12		9		25		1		28		23		33		4		16		27		12		40		28		34
35		16		9		32		23		33		35		8		26		27		39		18		44		53		27		18		8		21		1		14		26		0		14		27		36		30		28		29		51		27		54		13		21		24		40		21		34		20		30		12
29		8		5		18		17		27		29		22		18		23		33		12		38		47		21		12		6		15		15		20		20		14		0		21		22		24		14		15		45		21		48		15		25		18		34		19		22		32		24		26
10		29		26		25		8		6		8		27		19		16		12		9		17		26		12		9		19		6		26		13		15		27		21		0		29		15		21		22		24		14		27		14		18		11		13		12		27		25		13		23
39		24		27		4		21		35		29		44		10		45		31		34		24		31		17		26		28		31		37		42		14		36		22		29		0		14		8		7		29		15		34		37		47		18		30		41		6		54		42		48
25		32		29		12		7		21		15		30		6		31		17		20		14		23		3		12		22		17		29		28		4		30		24		15		14		0		16		13		21		3		24		23		33		6		16		27		12		40		28		34
31		16		19		4		13		27		21		36		10		37		25		26		30		39		13		18		20		23		29		34		12		28		14		21		8		16		0		3		37		13		40		29		39		10		26		33		14		46		34		40
32		19		20		3		14		28		22		37		7		38		24		27		27		36		10		19		21		24		30		35		9		29		15		22		7		13		3		0		34		10		37		30		40		11		23		34		11		47		35		41
16		53		50		33		28		18		16		51		27		24		12		33		7		2		24		33		43		30		50		37		25		51		45		24		29		21		37		34		0		24		11		38		30		27		11		30		23		31		21		47
24		29		26		11		6		20		14		29		5		30		16		19		17		26		2		11		19		16		26		27		1		27		21		14		15		3		13		10		24		0		27		22		32		3		15		26		13		39		27		33
19		56		53		36		31		21		19		54		30		27		15		36		10		9		27		36		46		33		53		40		28		54		48		27		34		24		40		37		11		27		0		41		33		30		14		33		32		34		24		50
22		17		12		33		16		20		22		13		27		14		26		5		31		40		20		11		9		8		12		5		23		13		15		14		37		23		29		30		38		22		41		0		10		19		27		8		35		17		17		11
14		27		20		43		26		12		18		21		37		6		18		13		23		32		30		21		19		16		20		7		33		21		25		18		47		33		39		40		30		32		33		10		0		29		19		6		45		7		9		17
21		26		23		14		3		17		11		26		8		27		15		16		20		29		3		8		16		13		23		24		4		24		18		11		18		6		10		11		27		3		30		19		29		0		16		23		16		36		24		30
9		42		39		26		17		7		5		40		20		15		1		22		6		13		13		22		32		19		39		26		16		40		34		13		30		16		26		23		11		15		14		27		19		16		0		19		28		24		12		36
14		23		20		37		20		12		14		21		31		6		18		7		23		32		24		15		13		10		20		7		27		21		19		12		41		27		33		34		30		26		33		8		6		23		19		0		39		13		9		17
37		30		27		10		19		33		27		42		8		43		29		32		22		25		15		24		26		29		35		40		12		34		22		27		6		12		14		11		23		13		32		35		45		16		28		39		0		52		40		46
15		34		27		50		33		19		25		20		44		9		23		20		30		33		37		28		26		23		19		12		40		20		32		25		54		40		46		47		31		39		34		17		7		36		24		13		52		0		12		16
5		32		29		38		21		7		13		30		32		3		11		12		18		23		25		16		22		11		29		16		28		30		24		13		42		28		34		35		21		27		24		17		9		24		12		9		40		12		0		26
31		28		21		44		27		29		31		4		38		23		35		14		40		49		31		22		20		17		11		10		34		12		26		23		48		34		40		41		47		33		50		11		17		30		36		17		46		16		26		0
