30
0		28		36		32		11		22		28		19		31		16		18		16		28		32		31		42		31		10		37		34		30		10		21		11		30		27		34		2		18		35
28		0		8		18		21		14		14		9		9		12		18		12		6		18		3		14		3		32		9		6		10		18		7		17		2		7		20		28		10		21
36		8		0		10		29		22		22		17		17		20		26		20		8		16		9		12		11		40		17		14		18		26		15		25		10		15		24		36		18		25
32		18		10		0		39		32		12		19		27		18		36		28		12		6		19		22		21		30		27		24		28		24		11		23		20		25		14		30		28		15
11		21		29		39		0		11		35		20		20		21		7		11		27		39		20		31		20		17		26		23		19		15		28		16		19		16		41		11		11		42
22		14		22		32		11		0		28		13		9		14		4		6		20		32		13		20		11		26		15		12		8		12		21		11		12		7		34		22		4		35
28		14		22		12		35		28		0		15		23		14		32		24		14		6		17		28		17		18		23		20		24		20		7		19		16		21		6		26		24		7
19		9		17		19		20		13		15		0		12		3		17		9		9		19		12		23		12		23		18		15		11		9		8		8		11		8		21		19		9		22
31		9		17		27		20		9		23		12		0		15		13		15		15		27		8		11		6		35		6		3		1		21		16		20		7		4		29		31		13		30
16		12		20		18		21		14		14		3		15		0		18		10		12		18		15		26		15		20		21		18		14		6		7		5		14		11		20		16		10		21
18		18		26		36		7		4		32		17		13		18		0		8		24		36		17		24		15		22		19		16		12		12		25		13		16		11		38		18		8		39
16		12		20		28		11		6		24		9		15		10		8		0		16		28		15		26		15		20		21		18		14		6		17		5		14		11		30		16		2		31
28		6		8		12		27		20		14		9		15		12		24		16		0		12		7		14		9		32		15		12		16		18		7		17		8		13		16		28		16		17
32		18		16		6		39		32		6		19		27		18		36		28		12		0		19		22		21		24		27		24		28		24		11		23		20		25		8		30		28		9
31		3		9		19		20		13		17		12		8		15		17		15		7		19		0		11		2		35		8		5		9		21		10		20		1		6		21		31		13		22
42		14		12		22		31		20		28		23		11		26		24		26		14		22		11		0		11		46		5		8		12		32		21		31		12		15		30		42		24		31
31		3		11		21		20		11		17		12		6		15		15		15		9		21		2		11		0		35		6		3		7		21		10		20		1		4		23		31		13		24
10		32		40		30		17		26		18		23		35		20		22		20		32		24		35		46		35		0		41		38		34		14		25		15		34		31		24		8		22		25
37		9		17		27		26		15		23		18		6		21		19		21		15		27		8		5		6		41		0		3		7		27		16		26		7		10		29		37		19		30
34		6		14		24		23		12		20		15		3		18		16		18		12		24		5		8		3		38		3		0		4		24		13		23		4		7		26		34		16		27
30		10		18		28		19		8		24		11		1		14		12		14		16		28		9		12		7		34		7		4		0		20		17		19		8		3		30		30		12		31
10		18		26		24		15		12		20		9		21		6		12		6		18		24		21		32		21		14		27		24		20		0		13		1		20		17		26		10		8		27
21		7		15		11		28		21		7		8		16		7		25		17		7		11		10		21		10		25		16		13		17		13		0		12		9		14		13		21		17		14
11		17		25		23		16		11		19		8		20		5		13		5		17		23		20		31		20		15		26		23		19		1		12		0		19		16		25		11		7		26
30		2		10		20		19		12		16		11		7		14		16		14		8		20		1		12		1		34		7		4		8		20		9		19		0		5		22		30		12		23
27		7		15		25		16		7		21		8		4		11		11		11		13		25		6		15		4		31		10		7		3		17		14		16		5		0		27		27		9		28
34		20		24		14		41		34		6		21		29		20		38		30		16		8		21		30		23		24		29		26		30		26		13		25		22		27		0		32		30		1
2		28		36		30		11		22		26		19		31		16		18		16		28		30		31		42		31		8		37		34		30		10		21		11		30		27		32		0		18		33
18		10		18		28		11		4		24		9		13		10		8		2		16		28		13		24		13		22		19		16		12		8		17		7		12		9		30		18		0		31
35		21		25		15		42		35		7		22		30		21		39		31		17		9		22		31		24		25		30		27		31		27		14		26		23		28		1		33		31		0
