50
0		39		40		37		15		79		42		21		60		49		68		27		43		73		68		46		22		67		37		40		21		23		41		46		23		60		72		8		16		48		61		59		47		22		44		21		19		21		63		64		56		11		55		17		52		50		37		58		64		52
39		0		7		30		34		40		45		18		21		20		29		24		42		34		29		49		17		28		14		43		18		26		20		33		26		23		33		31		23		9		30		20		50		25		17		24		20		18		24		27		59		40		16		22		13		25		12		19		25		47
40		7		0		23		35		39		52		23		20		27		28		31		49		33		30		56		18		35		21		50		19		33		27		40		33		30		32		32		24		8		37		19		57		32		24		31		21		19		23		34		66		41		15		23		12		18		19		18		24		54
37		30		23		0		48		42		75		46		27		50		51		54		72		44		53		79		37		58		44		73		16		56		50		63		56		53		35		37		21		23		60		22		80		55		47		54		28		28		30		57		89		44		32		44		27		13		42		29		37		77
15		34		35		48		0		74		27		16		55		44		63		22		38		68		63		31		17		62		32		35		32		12		36		41		10		55		67		11		29		43		56		54		36		13		39		14		20		20		58		59		41		6		50		12		47		45		32		53		59		47
79		40		39		42		74		0		49		58		19		30		11		52		36		6		11		49		57		16		42		39		58		62		38		33		64		19		9		71		63		31		18		24		38		61		35		60		60		58		16		15		47		80		24		62		27		37		42		21		15		35
42		45		52		75		27		49		0		29		48		25		38		21		13		43		38		4		38		37		31		10		59		19		25		16		19		30		42		38		56		52		31		57		11		20		28		21		47		47		45		34		14		31		43		31		48		70		33		46		38		22
21		18		23		46		16		58		29		0		39		28		47		8		26		52		47		33		9		46		16		27		30		10		20		25		10		39		51		13		27		27		40		38		34		9		23		8		18		18		42		43		43		22		34		4		31		41		16		37		43		31
60		21		20		27		55		19		48		39		0		23		24		33		45		17		26		52		38		31		23		46		39		43		23		36		45		26		12		52		44		12		33		9		53		42		20		41		41		39		3		30		62		61		5		43		8		22		23		2		10		50
49		20		27		50		44		30		25		28		23		0		19		22		22		24		19		29		27		18		12		23		34		32		8		13		34		11		23		41		33		27		12		32		30		31		5		30		30		28		20		15		39		50		18		32		23		45		12		21		15		27
68		29		28		51		63		11		38		47		24		19		0		41		25		7		2		38		46		7		31		28		47		51		27		22		53		8		18		60		52		28		9		33		29		50		24		49		49		47		21		6		38		69		19		51		24		46		31		22		14		26
27		24		31		54		22		52		21		8		33		22		41		0		18		46		41		25		17		40		10		19		38		10		14		19		12		33		45		19		35		31		34		36		26		9		17		8		26		26		36		37		35		28		28		10		27		49		12		31		37		25
43		42		49		72		38		36		13		26		45		22		25		18		0		30		25		13		35		24		28		3		56		26		22		9		28		19		39		35		53		49		18		54		8		25		25		24		44		44		42		21		17		44		40		28		45		67		30		43		35		9
73		34		33		44		68		6		43		52		17		24		7		46		30		0		9		43		51		14		36		33		52		56		32		27		58		13		11		65		57		25		16		26		36		55		29		54		54		52		14		13		45		74		18		56		21		39		36		15		9		33
68		29		30		53		63		11		38		47		26		19		2		41		25		9		0		38		46		5		31		28		47		51		27		22		53		8		20		60		52		30		7		35		27		50		24		49		49		47		23		4		36		69		21		51		26		48		31		24		16		24
46		49		56		79		31		49		4		33		52		29		38		25		13		43		38		0		42		37		35		10		63		23		29		16		23		30		46		42		60		56		31		61		11		24		32		25		51		51		49		34		10		35		47		35		52		74		37		50		42		22
22		17		18		37		17		57		38		9		38		27		46		17		35		51		46		42		0		45		15		36		21		19		19		26		19		38		50		14		18		26		39		37		43		18		22		17		9		9		41		42		52		23		33		7		30		32		15		36		42		40
67		28		35		58		62		16		37		46		31		18		7		40		24		14		5		37		45		0		30		27		46		50		26		21		52		7		25		59		51		35		6		40		26		49		23		48		48		46		28		3		31		68		26		50		31		53		30		29		21		19
37		14		21		44		32		42		31		16		23		12		31		10		28		36		31		35		15		30		0		29		28		20		6		19		22		23		35		29		25		21		24		26		36		19		7		18		18		16		26		27		45		38		18		20		17		39		2		21		27		33
40		43		50		73		35		39		10		27		46		23		28		19		3		33		28		10		36		27		29		0		57		23		23		10		25		20		40		36		54		50		21		55		7		22		26		21		45		45		43		24		16		41		41		29		46		68		31		44		36		12
21		18		19		16		32		58		59		30		39		34		47		38		56		52		47		63		21		46		28		57		0		40		34		47		40		39		51		21		5		27		44		38		64		39		31		38		12		12		42		43		73		28		34		28		31		29		26		37		43		61
23		26		33		56		12		62		19		10		43		32		51		10		26		56		51		23		19		50		20		23		40		0		24		29		2		43		55		19		37		33		44		42		24		1		27		2		28		28		46		47		33		18		38		12		35		51		20		41		47		35
41		20		27		50		36		38		25		20		23		8		27		14		22		32		27		29		19		26		6		23		34		24		0		13		26		19		31		33		31		27		20		32		30		23		3		22		22		22		22		23		39		42		18		24		23		45		8		21		23		27
46		33		40		63		41		33		16		25		36		13		22		19		9		27		22		16		26		21		19		10		47		29		13		0		31		14		30		38		44		40		15		45		17		28		16		27		35		35		33		18		26		47		31		29		36		58		21		34		26		14
23		26		33		56		10		64		19		10		45		34		53		12		28		58		53		23		19		52		22		25		40		2		26		31		0		45		57		19		37		33		46		44		26		3		29		4		28		28		48		49		33		16		40		12		37		51		22		43		49		37
60		23		30		53		55		19		30		39		26		11		8		33		19		13		8		30		38		7		23		20		39		43		19		14		45		0		20		52		44		30		7		35		27		42		16		41		41		39		23		4		36		61		21		43		26		48		23		24		16		24
72		33		32		35		67		9		42		51		12		23		18		45		39		11		20		46		50		25		35		40		51		55		31		30		57		20		0		64		56		24		27		15		47		54		28		53		53		51		9		24		56		73		17		55		20		28		35		14		8		44
8		31		32		37		11		71		38		13		52		41		60		19		35		65		60		42		14		59		29		36		21		19		33		38		19		52		64		0		18		40		53		51		43		18		36		17		11		13		55		56		52		9		47		9		44		42		29		50		56		44
16		23		24		21		29		63		56		27		44		33		52		35		53		57		52		60		18		51		25		54		5		37		31		44		37		44		56		18		0		32		45		43		61		36		28		35		9		9		47		48		70		25		39		25		36		34		23		42		48		58
48		9		8		23		43		31		52		27		12		27		28		31		49		25		30		56		26		35		21		50		27		33		27		40		33		30		24		40		32		0		37		11		57		32		24		31		29		27		15		34		66		49		9		31		4		18		19		10		16		54
61		30		37		60		56		18		31		40		33		12		9		34		18		16		7		31		39		6		24		21		44		44		20		15		46		7		27		53		45		37		0		42		20		43		17		42		42		40		30		3		29		62		28		44		33		55		24		31		23		17
59		20		19		22		54		24		57		38		9		32		33		36		54		26		35		61		37		40		26		55		38		42		32		45		44		35		15		51		43		11		42		0		62		41		29		40		40		38		12		39		71		60		14		42		9		13		24		11		19		59
47		50		57		80		36		38		11		34		53		30		29		26		8		36		27		11		43		26		36		7		64		24		30		17		26		27		47		43		61		57		20		62		0		25		33		26		52		52		50		23		9		42		48		36		53		75		38		51		43		11
