80
0		17		67		55		95		43		55		86		104		74		82		72		62		30		14		63		40		86		41		43		70		83		49		73		89		42		19		23		25		86		41		66		27		43		68		65		101		49		8		31		9		83		24		40		38		77		103		87		69		77		27		62		37		49		86		77		11		40		48		64		57		68		81		67		27		39		62		27		70		15		102		82		60		27		113		24		91		42		83		69
17		0		60		46		78		36		42		79		87		67		65		55		45		23		11		46		23		69		24		36		63		66		46		66		72		49		12		16		14		79		40		59		22		50		61		48		84		40		15		24		20		76		9		23		31		60		86		70		62		70		20		45		36		36		69		70		18		29		41		47		50		61		64		50		28		32		55		12		53		8		85		65		53		20		96		17		74		35		66		52
67		60		0		20		60		24		102		25		69		21		59		101		75		83		53		88		73		55		50		24		23		48		106		12		56		109		48		44		74		19		100		1		82		110		17		48		74		100		75		38		58		16		51		45		29		42		70		52		30		10		40		27		96		96		69		14		78		89		19		105		18		15		46		40		88		28		5		48		35		52		67		51		7		40		78		43		56		25		52		34
55		46		20		0		40		16		88		33		49		21		45		87		61		69		49		74		59		41		36		18		17		28		92		20		42		95		46		42		60		33		86		21		68		96		15		34		60		86		61		58		58		30		37		31		49		22		56		32		16		26		56		7		82		82		55		24		64		75		29		91		38		35		28		26		74		16		19		34		21		40		47		37		15		40		58		33		36		35		38		14
95		78		60		40		0		56		82		39		43		39		39		81		55		65		89		68		55		35		54		58		37		22		86		48		36		89		86		82		70		57		80		61		68		90		43		30		54		80		91		98		98		48		71		55		89		18		50		8		30		66		96		33		76		76		49		46		90		69		69		85		78		75		22		28		68		56		59		68		25		80		7		31		55		80		24		73		8		75		32		26
43		36		24		16		56		0		78		43		65		31		43		77		51		59		33		64		49		47		26		2		27		44		82		30		50		85		30		26		50		43		76		23		58		86		25		26		62		76		51		42		42		40		27		21		33		38		64		48		26		34		40		23		72		72		47		34		54		65		13		81		22		25		42		28		64		4		19		24		31		28		63		43		17		24		74		19		52		19		44		30
55		42		102		88		82		78		0		121		49		109		43		17		27		25		49		14		29		47		52		78		105		60		6		108		46		19		54		58		30		121		14		101		28		12		103		54		46		6		51		66		58		118		51		57		73		70		48		88		104		112		62		81		18		6		33		112		50		15		83		9		92		103		60		62		28		74		97		54		67		50		81		51		95		62		58		59		74		77		50		86
86		79		25		33		39		43		121		0		82		12		78		120		94		102		72		107		92		74		69		43		16		61		125		13		75		128		67		63		93		22		119		26		101		129		18		67		93		119		94		63		77		13		70		64		54		51		89		33		17		31		61		40		115		115		88		11		97		108		38		124		43		40		61		59		107		47		24		67		54		71		42		70		26		59		63		62		47		44		71		35
104		87		69		49		43		65		49		82		0		70		22		38		42		74		98		41		64		18		63		67		66		21		55		69		15		68		95		91		79		82		63		70		77		61		64		39		11		55		100		107		107		79		80		64		98		31		7		49		65		75		105		42		67		55		18		73		99		64		78		42		87		84		23		37		77		65		68		77		34		89		42		22		64		89		19		82		35		84		21		47
74		67		21		21		39		31		109		12		70		0		66		108		82		90		60		95		80		62		57		31		4		49		113		9		63		116		55		51		81		18		107		22		89		117		6		55		81		107		82		59		65		9		58		52		50		39		77		31		9		27		57		28		103		103		76		7		85		96		30		112		39		36		49		47		95		35		20		55		42		59		46		58		16		47		57		50		35		36		59		23
