80
0		74		101		123		87		104		97		63		36		118		76		37		92		71		10		45		105		12		61		90		61		58		71		49		81		16		53		39		86		74		79		63		9		34		55		10		51		98		81		108		107		42		85		81		44		60		68		105		25		78		86		2		104		23		54		44		88		32		51		63		72		69		41		57		46		60		50		26		115		47		64		40		48		37		48		48		48		11		44		9
74		0		27		59		35		72		41		15		62		50		18		81		24		83		76		89		65		62		23		44		77		86		97		27		77		70		31		83		50		32		5		107		75		46		27		74		95		58		7		52		37		38		51		73		36		46		12		49		59		88		98		72		74		65		20		40		14		42		23		71		40		95		33		101		60		72		36		70		43		75		108		52		66		81		46		30		26		77		50		69
101		27		0		44		20		57		26		38		65		35		25		70		9		68		103		74		50		89		50		29		62		71		82		54		62		97		58		74		35		27		22		92		102		67		54		101		80		43		20		37		22		59		36		58		63		41		33		34		76		73		83		99		59		92		47		67		13		69		50		56		29		80		60		86		55		57		63		85		28		60		93		61		53		66		53		57		53		104		57		96
123		59		44		0		36		19		26		74		87		9		47		92		35		52		125		96		18		111		76		33		62		65		52		76		42		119		80		96		37		49		64		74		124		89		76		123		90		25		56		15		22		81		38		42		85		63		55		18		98		45		39		121		19		114		69		89		49		91		72		60		51		54		82		66		77		63		85		107		16		76		59		83		75		88		75		79		75		126		79		118
87		35		20		36		0		37		10		50		51		31		17		56		11		48		89		60		30		75		52		9		42		51		62		40		42		83		44		60		15		13		40		72		88		53		46		87		60		23		32		21		20		45		16		38		49		27		23		18		62		53		63		85		39		78		33		53		25		55		36		36		15		60		46		66		41		37		49		71		28		40		73		47		39		52		39		43		39		90		43		82
104		72		57		19		37		0		31		87		68		22		54		73		48		33		106		77		7		92		89		28		43		46		33		77		23		100		81		77		22		40		77		55		105		70		83		104		71		14		69		20		35		62		21		23		72		44		60		23		79		26		26		102		2		95		66		72		62		72		57		41		32		35		67		47		58		44		78		88		29		57		40		64		56		69		56		76		62		107		60		99
97		41		26		26		10		31		0		56		61		21		23		66		17		42		99		70		24		85		58		7		36		45		56		50		36		93		54		70		11		23		46		66		98		63		52		97		64		17		38		11		10		55		12		32		59		37		29		8		72		47		57		95		33		88		43		63		31		65		46		34		25		54		56		60		51		37		59		81		18		50		67		57		49		62		49		53		49		100		53		92
63		15		38		74		50		87		56		0		77		65		33		96		39		98		69		104		80		63		12		59		92		101		112		16		92		59		20		98		65		47		16		122		68		61		16		69		110		73		18		67		52		53		66		88		25		61		27		64		74		103		113		61		89		54		21		29		25		53		30		86		55		110		22		116		75		87		25		85		58		90		123		67		81		96		61		19		25		66		65		58
36		62		65		87		51		68		61		77		0		82		44		19		56		35		38		27		69		24		79		54		25		24		35		67		45		34		71		21		50		38		67		45		37		16		73		36		33		62		59		72		71		24		49		45		62		24		50		69		11		42		50		34		68		41		56		62		52		24		47		27		36		33		57		39		10		24		68		20		79		13		46		10		12		19		16		66		52		39		12		31
118		50		35		9		31		22		21		65		82		0		42		87		26		47		120		91		15		106		67		28		57		60		47		71		37		114		75		91		32		44		55		69		119		84		71		118		85		20		47		10		13		76		33		37		80		58		50		13		93		40		48		116		24		109		64		84		40		86		67		55		46		49		77		61		72		58		80		102		7		71		58		78		70		83		70		74		70		121		74		113
76		18		25		47		17		54		23		33		44		42		0		63		16		65		78		71		47		64		35		26		59		68		79		29		59		72		33		65		32		14		23		89		77		42		29		76		77		40		15		34		31		34		33		55		38		28		8		31		51		70		80		74		56		67		22		42		12		44		25		53		22		77		35		83		42		54		38		60		39		57		90		36		48		63		28		32		28		79		32		71
37		81		70		92		56		73		66		96		19		87		63		0		61		40		33		8		74		33		98		59		30		27		40		86		50		53		90		4		55		49		86		26		32		35		92		31		14		67		78		77		76		43		54		50		81		35		69		74		22		47		55		35		73		60		75		81		71		43		66		32		41		38		76		26		21		29		87		15		84		16		33		29		17		4		35		85		71		48		31		46
92		24		9		35		11		48		17		39		56		26		16		61		0		59		94		65		41		80		41		20		53		62		73		45		53		88		49		65		26		18		29		83		93		58		45		92		71		34		21		28		15		50		27		49		54		32		24		25		67		64		74		90		50		83		38		58		14		60		41		47		20		71		51		77		46		48		54		76		23		51		84		52		44		57		44		48		44		95		48		87
71		83		68		52		48		33		42		98		35		47		65		40		59		0		73		44		34		59		100		39		10		13		14		88		10		67		92		44		33		51		88		24		72		37		94		71		38		27		80		37		46		45		32		10		83		37		71		34		46		7		15		69		33		62		77		83		73		45		68		12		43		12		78		18		25		11		89		55		44		24		25		31		23		36		37		87		73		74		33		66
10		76		103		125		89		106		99		69		38		120		78		33		94		73		0		35		107		14		71		92		63		60		73		59		83		26		63		29		88		76		81		53		1		36		65		2		41		100		83		110		109		44		87		83		54		62		70		107		27		80		88		8		106		33		56		54		90		34		53		65		74		71		49		59		48		62		60		18		117		49		66		42		50		37		50		58		50		21		46		19
45		89		74		96		60		77		70		104		27		91		71		8		65		44		35		0		78		41		106		63		34		31		44		94		54		61		98		6		59		57		94		22		36		43		100		35		6		71		86		81		80		51		58		54		89		43		77		78		30		51		59		43		77		68		83		89		79		51		74		36		49		42		84		30		29		33		95		19		88		20		37		37		23		8		43		93		79		56		39		54
105		65		50		18		30		7		24		80		69		15		47		74		41		34		107		78		0		93		82		21		44		47		34		70		24		101		74		78		19		33		70		56		106		71		76		105		72		7		62		13		28		63		20		24		67		45		53		16		80		27		33		103		9		96		59		71		55		73		54		42		33		36		64		48		59		45		71		89		22		58		43		65		57		70		57		69		57		108		61		100
12		62		89		111		75		92		85		63		24		106		64		33		80		59		14		41		93		0		65		78		49		46		59		53		69		20		57		35		74		62		67		59		13		22		59		12		47		86		69		96		95		30		73		69		48		48		56		93		13		66		74		10		92		27		42		48		76		20		39		51		60		57		43		53		34		48		54		22		103		35		60		28		36		33		36		52		38		15		32		13
61		23		50		76		52		89		58		12		79		67		35		98		41		100		71		106		82		65		0		61		94		103		114		12		94		47		8		100		67		49		28		124		70		63		6		71		112		75		30		69		56		55		68		90		17		63		29		66		76		105		115		63		91		42		23		17		37		55		32		88		57		112		22		118		77		89		13		87		64		92		125		69		83		98		63		13		27		54		67		52
90		44		29		33		9		28		7		59		54		28		26		59		20		39		92		63		21		78		61		0		33		42		53		49		33		86		53		63		6		16		49		63		91		56		55		90		57		14		41		18		17		48		7		29		52		30		32		15		65		44		54		88		30		81		38		56		34		58		39		27		18		51		49		57		44		30		52		74		25		43		64		50		42		55		42		48		42		93		46		85
61		77		62		62		42		43		36		92		25		57		59		30		53		10		63		34		44		49		94		33		0		9		20		82		20		57		86		34		27		45		82		30		62		31		88		61		28		37		74		47		46		39		26		20		77		31		65		44		36		17		25		59		43		56		71		77		67		39		62		6		37		18		72		24		17		5		83		45		54		14		31		25		13		26		31		81		67		64		27		56
58		86		71		65		51		46		45		101		24		60		68		27		62		13		60		31		47		46		103		42		9		0		13		91		23		58		95		31		36		54		91		21		59		40		97		58		25		40		83		50		49		48		35		23		86		40		74		47		33		20		28		56		46		65		80		86		76		48		71		15		46		11		81		15		26		14		92		42		57		11		22		34		20		23		40		90		76		61		36		53
71		97		82		52		62		33		56		112		35		47		79		40		73		14		73		44		34		59		114		53		20		13		0		102		20		69		106		44		47		65		102		22		72		51		108		71		38		39		94		45		60		59		46		24		97		51		85		48		46		9		15		69		33		76		91		97		87		59		82		26		57		2		92		14		37		25		103		55		54		24		11		45		31		36		51		101		87		74		47		66
49		27		54		76		40		77		50		16		67		71		29		86		45		88		59		94		70		53		12		49		82		91		102		0		82		43		4		88		55		37		32		112		58		51		6		59		100		63		34		61		60		43		56		78		9		51		21		58		64		93		103		51		79		38		11		13		41		43		20		76		45		100		10		106		65		77		9		75		68		80		113		57		71		86		51		3		15		50		55		42
81		77		62		42		42		23		36		92		45		37		59		50		53		10		83		54		24		69		94		33		20		23		20		82		0		77		86		54		27		45		82		32		82		47		88		81		48		19		74		27		40		39		26		4		77		31		65		28		56		11		21		79		23		72		71		77		67		49		62		18		37		18		72		24		35		21		83		65		34		34		31		41		33		46		33		81		67		84		37		76
16		70		97		119		83		100		93		59		34		114		72		53		88		67		26		61		101		20		47		86		57		58		69		43		77		0		39		55		82		70		75		79		25		30		43		26		67		94		77		104		103		38		81		77		34		56		64		101		31		74		82		18		100		7		50		30		84		28		47		59		68		67		37		73		42		56		34		42		111		47		80		36		44		53		44		40		44		7		40		7
53		31		58		80		44		81		54		20		71		75		33		90		49		92		63		98		74		57		8		53		86		95		106		4		86		39		0		92		59		41		36		116		62		55		4		63		104		67		38		65		64		47		60		82		9		55		25		62		68		97		107		55		83		34		15		9		45		47		24		80		49		104		14		110		69		81		5		79		72		84		117		61		75		90		55		5		19		46		59		44
39		83		74		96		60		77		70		98		21		91		65		4		65		44		29		6		78		35		100		63		34		31		44		88		54		55		92		0		59		51		88		24		30		37		94		29		12		71		80		81		80		45		58		54		83		37		71		78		24		51		59		37		77		62		77		83		73		45		68		36		45		42		78		30		23		33		89		13		88		20		37		31		21		8		37		87		73		50		33		48
86		50		35		37		15		22		11		65		50		32		32		55		26		33		88		59		19		74		67		6		27		36		47		55		27		82		59		59		0		18		55		57		87		52		61		86		53		12		47		22		21		44		1		23		50		26		38		19		61		38		48		84		24		77		44		52		40		54		35		23		14		45		45		51		40		26		56		70		29		39		58		46		38		51		38		54		40		89		42		81
