70
0		28		53		22		90		28		19		40		36		55		13		69		52		7		70		30		62		42		71		18		74		32		35		47		51		21		60		43		29		65		30		75		68		41		29		26		28		46		71		46		26		41		60		59		29		100		45		15		74		31		51		31		55		49		15		27		42		53		62		37		31		29		33		33		53		20		39		56		35		41
28		0		51		16		62		6		15		12		14		35		33		41		24		27		50		48		34		62		51		10		46		52		11		19		71		41		32		47		49		37		6		47		40		61		31		46		48		46		43		66		46		13		32		53		19		72		65		39		46		35		49		3		45		29		13		55		62		25		34		23		27		13		61		53		39		40		11		28		21		25
53		51		0		35		37		45		50		55		37		86		58		58		43		52		101		23		49		39		102		45		35		21		40		52		20		32		69		10		32		66		45		64		43		34		24		29		33		7		44		35		41		50		31		6		32		47		36		64		67		62		2		52		6		80		40		80		29		56		65		28		24		60		86		32		12		49		40		73		66		26
22		16		35		0		68		10		15		20		14		51		27		47		30		21		66		32		40		46		67		10		52		36		13		25		55		25		38		31		33		43		10		53		46		45		15		30		32		30		49		50		30		19		38		37		7		78		49		33		52		29		33		17		33		45		7		49		46		31		40		15		11		25		55		37		31		24		17		38		31		19
90		62		37		68		0		62		77		50		54		49		95		21		38		89		64		60		28		76		65		72		16		58		55		43		57		69		32		47		69		29		60		27		22		71		61		66		70		44		19		72		78		49		30		39		61		10		73		101		30		97		39		59		35		77		75		117		66		37		28		53		59		75		123		69		37		86		51		36		83		49
28		6		45		10		62		0		15		12		8		41		33		41		24		27		56		42		34		56		57		10		46		46		7		19		65		35		32		41		43		37		2		47		40		55		25		40		42		40		43		60		40		13		32		47		13		72		59		39		46		35		43		7		39		35		13		55		56		25		34		17		21		15		61		47		33		34		11		28		21		19
19		15		50		15		77		15		0		27		23		36		18		56		39		12		51		47		49		61		52		5		61		51		22		34		70		40		47		46		48		52		17		62		55		60		30		45		47		45		58		65		45		28		47		52		18		87		64		24		61		20		48		18		44		30		10		40		61		40		49		24		26		10		46		52		40		39		26		43		16		28
40		12		55		20		50		12		27		0		18		31		45		29		12		39		46		52		22		66		47		22		34		56		15		7		75		45		20		51		53		25		10		35		28		65		35		50		52		50		31		70		50		5		24		57		23		60		69		51		34		47		53		9		49		27		25		67		66		13		22		27		31		25		73		57		43		44		15		18		33		29
36		14		37		14		54		8		23		18		0		49		41		33		16		35		64		34		26		48		65		18		38		38		3		15		57		27		32		33		35		29		8		39		32		47		17		32		34		32		35		52		32		13		24		39		7		64		51		47		38		43		35		15		31		43		21		63		48		19		28		9		13		23		69		39		25		32		3		36		29		11
55		35		86		51		49		41		36		31		49		0		46		28		43		48		15		83		37		97		16		41		51		87		46		34		106		76		19		82		84		24		41		34		43		96		66		81		83		81		42		101		81		36		55		88		54		59		100		52		33		48		84		34		80		28		46		68		97		30		21		58		62		26		74		88		74		75		46		15		34		60
13		33		58		27		95		33		18		45		41		46		0		74		57		6		57		41		67		55		58		23		79		45		40		52		64		34		65		48		42		70		35		80		73		54		34		39		41		51		76		59		39		46		65		64		34		105		58		6		79		18		56		36		60		36		20		22		55		58		67		42		36		20		28		46		58		33		44		61		22		46
69		41		58		47		21		41		56		29		33		28		74		0		17		68		43		55		9		69		44		51		23		59		34		22		78		48		11		54		56		8		39		6		15		68		40		53		55		53		14		73		57		28		27		60		40		31		72		80		9		76		56		38		52		56		54		96		69		16		7		32		38		54		102		60		46		65		30		15		62		32
52		24		43		30		38		24		39		12		16		43		57		17		0		51		58		40		10		54		59		34		22		44		17		9		63		33		26		39		41		23		22		23		16		53		23		38		40		38		19		58		40		11		12		45		23		48		57		63		24		59		41		21		37		39		37		79		54		13		22		15		21		37		85		45		31		48		13		30		45		17
7		27		52		21		89		27		12		39		35		48		6		68		51		0		63		35		61		49		64		17		73		39		34		46		58		28		59		42		36		64		29		74		67		48		28		33		35		45		70		53		33		40		59		58		28		99		52		12		73		24		50		30		54		42		14		28		49		52		61		36		30		22		34		40		52		27		38		55		28		40
70		50		101		66		64		56		51		46		64		15		57		43		58		63		0		98		52		112		1		56		66		102		61		49		121		91		32		97		99		35		56		37		58		111		81		96		98		96		57		116		96		51		70		103		69		62		115		55		36		45		99		49		95		25		61		65		112		45		36		73		77		41		71		103		89		90		61		28		35		75
30		48		23		32		60		42		47		52		34		83		41		55		40		35		98		0		46		16		99		42		44		4		37		49		23		9		66		13		9		63		42		61		40		13		17		6		10		16		41		18		18		47		30		29		29		70		17		43		64		59		21		49		25		77		37		57		14		53		62		25		21		57		63		9		23		26		37		70		63		23
62		34		49		40		28		34		49		22		26		37		67		9		10		61		52		46		0		60		53		44		14		50		27		15		69		41		20		45		47		17		32		15		6		59		33		44		46		44		9		64		50		21		18		51		33		38		63		73		18		69		47		31		43		49		47		89		60		9		16		25		31		47		95		51		37		58		23		24		55		23
42		62		39		46		76		56		61		66		48		97		55		69		54		49		112		16		60		0		113		56		60		18		51		63		25		21		80		29		13		77		56		75		54		5		31		16		14		32		57		4		16		61		46		45		43		86		3		57		78		73		37		63		41		91		51		59		10		67		76		39		35		71		49		9		39		22		51		84		77		37
71		51		102		67		65		57		52		47		65		16		58		44		59		64		1		99		53		113		0		57		67		103		62		50		122		92		33		98		100		36		57		38		59		112		82		97		99		97		58		117		97		52		71		104		70		63		116		56		37		44		100		50		96		24		62		64		113		46		37		74		78		42		70		104		90		91		62		29		36		76
18		10		45		10		72		10		5		22		18		41		23		51		34		17		56		42		44		56		57		0		56		46		17		29		65		35		42		41		43		47		12		57		50		55		25		40		42		40		53		60		40		23		42		47		13		82		59		29		56		25		43		13		39		35		5		45		56		35		44		19		21		15		51		47		35		34		21		38		21		23
74		46		35		52		16		46		61		34		38		51		79		23		22		73		66		44		14		60		67		56		0		42		39		27		55		53		34		31		53		31		44		29		8		55		45		50		54		30		9		56		62		33		14		37		45		26		57		85		32		81		33		43		29		61		59		101		50		21		30		37		43		59		107		53		23		70		35		38		67		33
32		52		21		36		58		46		51		56		38		87		45		59		44		39		102		4		50		18		103		46		42		0		41		53		19		11		70		11		11		67		46		65		44		13		21		8		12		14		45		14		20		51		32		27		33		68		15		47		68		63		19		53		23		81		41		59		10		57		66		29		25		61		65		11		21		28		41		74		67		27
35		11		40		13		55		7		22		15		3		46		40		34		17		34		61		37		27		51		62		17		39		41		0		12		60		30		29		36		38		30		5		40		33		50		20		35		37		35		36		55		35		10		25		42		8		65		54		46		39		42		38		12		34		40		20		62		51		18		27		12		16		20		68		42		28		31		4		33		28		14
47		19		52		25		43		19		34		7		15		34		52		22		9		46		49		49		15		63		50		29		27		53		12		0		72		42		17		48		50		18		17		28		21		62		32		47		49		47		24		67		47		6		21		54		20		53		66		58		27		54		50		16		46		34		32		74		63		6		15		24		28		32		80		54		40		43		12		21		40		26
51		71		20		55		57		65		70		75		57		106		64		78		63		58		121		23		69		25		122		65		55		19		60		72		0		30		89		24		22		86		65		84		63		20		40		25		23		25		64		21		27		70		51		20		52		61		22		66		87		82		22		72		26		100		60		68		15		76		85		48		44		80		72		18		32		35		60		93		86		46
21		41		32		25		69		35		40		45		27		76		34		48		33		28		91		9		41		21		92		35		53		11		30		42		30		0		59		22		8		56		35		54		47		20		10		5		7		25		50		25		9		40		39		38		22		79		24		36		57		52		30		42		34		70		30		48		21		46		55		18		14		50		54		12		32		17		30		63		56		20
60		32		69		38		32		32		47		20		32		19		65		11		26		59		32		66		20		80		33		42		34		70		29		17		89		59		0		65		67		5		30		15		26		79		49		64		66		64		25		84		64		19		38		71		37		40		83		71		14		67		67		29		63		47		45		87		80		13		4		41		45		45		93		71		57		58		29		4		53		43
43		47		10		31		47		41		46		51		33		82		48		54		39		42		97		13		45		29		98		41		31		11		36		48		24		22		65		0		22		62		41		60		39		24		16		19		23		3		40		25		31		46		27		16		28		57		26		54		63		58		8		48		12		76		36		70		19		52		61		24		20		56		76		22		10		39		36		69		62		22
29		49		32		33		69		43		48		53		35		84		42		56		41		36		99		9		47		13		100		43		53		11		38		50		22		8		67		22		0		64		43		62		47		12		18		3		1		25		50		17		9		48		39		38		30		79		16		44		65		60		30		50		34		78		38		48		13		54		63		26		22		58		54		4		32		17		38		71		64		24
65		37		66		43		29		37		52		25		29		24		70		8		23		64		35		63		17		77		36		47		31		67		30		18		86		56		5		62		64		0		35		10		23		76		46		61		63		61		22		81		61		24		35		68		36		35		80		76		9		72		64		34		60		52		50		92		77		12		3		38		42		50		98		68		54		61		26		9		58		40
30		6		45		10		60		2		17		10		8		41		35		39		22		29		56		42		32		56		57		12		44		46		5		17		65		35		30		41		43		35		0		45		38		55		25		40		42		40		41		60		40		11		30		47		13		70		59		41		44		37		43		7		39		35		15		57		56		23		32		17		21		15		63		47		33		34		9		28		23		19
