50
0		30		28		39		13		4		26		8		19		30		8		27		14		9		17		34		34		18		25		23		41		42		14		27		10		24		18		25		22		32		24		29		28		34		24		7		37		29		26		18		19		23		24		25		34		16		11		25		42		38
30		0		40		51		33		34		24		38		31		60		26		41		18		21		23		64		20		12		11		53		71		54		44		45		24		54		38		39		52		44		54		7		20		24		54		37		25		37		36		48		11		7		26		29		46		14		37		37		54		50
28		40		0		11		15		26		54		24		11		20		20		1		42		33		45		26		44		30		35		13		31		14		14		55		18		20		46		53		32		4		48		39		38		44		32		23		65		57		54		12		41		47		34		53		18		36		17		35		14		12
39		51		11		0		26		37		65		35		20		31		31		12		53		44		56		37		43		41		40		20		42		3		25		66		29		31		57		64		43		7		59		44		37		43		43		34		76		68		65		23		52		58		33		64		17		47		28		34		5		11
13		33		15		26		0		11		39		9		6		27		7		14		27		18		30		31		37		21		28		20		38		29		11		40		9		21		31		38		19		19		33		32		31		37		21		8		50		42		39		15		26		32		27		38		21		21		4		28		29		25
4		34		26		37		11		0		28		4		17		26		8		25		16		13		19		30		38		22		29		19		37		40		12		29		10		20		20		27		18		30		22		33		32		38		20		3		39		31		28		14		23		27		28		27		32		20		9		29		40		36
26		24		54		65		39		28		0		30		45		36		34		53		12		21		9		40		34		24		25		45		47		68		40		21		36		34		14		15		28		58		30		23		34		38		30		31		11		13		12		42		13		17		40		5		60		18		37		51		68		64
8		38		24		35		9		4		30		0		15		22		12		23		20		17		21		26		42		26		33		15		33		38		10		31		14		16		22		29		14		28		24		37		36		42		16		1		41		33		30		12		27		31		32		29		30		24		7		33		38		34
19		31		11		20		6		17		45		15		0		31		11		12		33		24		36		35		33		21		24		24		42		23		15		46		9		25		37		44		23		13		39		28		27		33		25		14		56		48		45		19		32		38		23		44		15		27		8		24		23		19
30		60		20		31		27		26		36		22		31		0		34		19		42		39		37		6		64		48		55		11		11		34		16		35		36		6		26		33		12		24		28		59		58		64		12		23		45		37		34		12		49		53		54		33		38		46		23		55		34		32
8		26		20		31		7		8		34		12		11		34		0		19		22		13		25		38		30		14		21		27		45		34		18		35		2		28		26		33		26		24		28		25		24		30		28		11		45		37		34		22		21		27		20		33		26		16		11		21		34		30
27		41		1		12		14		25		53		23		12		19		19		0		41		32		44		25		45		29		36		12		30		15		13		54		17		19		45		52		31		5		47		40		39		45		31		22		64		56		53		11		40		46		35		52		19		35		16		36		15		13
14		18		42		53		27		16		12		20		33		42		22		41		0		9		5		46		22		12		13		35		53		56		28		27		24		36		20		21		34		46		36		17		22		26		36		19		23		19		18		30		7		11		28		11		48		6		25		39		56		52
9		21		33		44		18		13		21		17		24		39		13		32		9		0		12		43		25		9		16		32		50		47		23		24		15		33		17		20		31		37		33		20		19		25		33		16		32		24		21		27		10		14		19		20		39		7		16		30		47		43
17		23		45		56		30		19		9		21		36		37		25		44		5		12		0		41		27		15		18		36		48		59		31		22		27		31		15		16		29		49		31		22		25		29		31		22		20		14		13		33		12		16		31		8		51		9		28		42		59		55
34		64		26		37		31		30		40		26		35		6		38		25		46		43		41		0		68		52		59		17		7		40		20		29		40		10		26		27		12		30		22		63		62		68		10		27		39		31		28		16		53		57		58		35		42		50		27		59		40		36
34		20		44		43		37		38		34		42		33		64		30		45		22		25		27		68		0		16		9		57		75		40		48		49		28		58		42		43		56		40		58		13		6		4		58		41		45		41		40		52		21		27		10		33		26		18		41		17		38		32
18		12		30		41		21		22		24		26		21		48		14		29		12		9		15		52		16		0		7		41		59		44		32		33		12		42		26		27		40		34		42		11		10		16		42		25		35		27		24		36		11		17		16		23		36		6		25		27		44		40
25		11		35		40		28		29		25		33		24		55		21		36		13		16		18		59		9		7		0		48		66		43		39		40		19		49		33		34		47		33		49		4		9		13		49		32		36		32		31		43		12		18		15		24		35		9		32		26		43		39
23		53		13		20		20		19		45		15		24		11		27		12		35		32		36		17		57		41		48		0		22		23		9		46		29		11		37		44		23		17		39		52		51		57		23		16		56		48		45		5		42		46		47		44		31		39		16		48		23		25
41		71		31		42		38		37		47		33		42		11		45		30		53		50		48		7		75		59		66		22		0		45		27		26		47		17		33		32		19		35		17		70		69		75		17		34		46		34		35		23		60		64		65		42		49		57		34		66		45		43
42		54		14		3		29		40		68		38		23		34		34		15		56		47		59		40		40		44		43		23		45		0		28		69		32		34		60		67		46		10		62		47		34		40		46		37		79		71		68		26		55		61		30		67		14		50		31		31		2		8
14		44		14		25		11		12		40		10		15		16		18		13		28		23		31		20		48		32		39		9		27		28		0		41		20		10		32		39		18		18		34		43		42		48		18		9		51		43		40		4		33		37		38		39		22		30		7		39		28		24
27		45		55		66		40		29		21		31		46		35		35		54		27		24		22		29		49		33		40		46		26		69		41		0		37		35		9		6		23		59		9		44		43		49		23		32		20		8		9		43		34		38		41		16		61		31		38		52		69		65
10		24		18		29		9		10		36		14		9		36		2		17		24		15		27		40		28		12		19		29		47		32		20		37		0		30		28		35		28		22		30		23		22		28		30		13		47		39		36		24		23		29		18		35		24		18		13		19		32		28
24		54		20		31		21		20		34		16		25		6		28		19		36		33		31		10		58		42		49		11		17		34		10		35		30		0		26		33		12		24		28		53		52		58		12		17		45		37		34		8		43		47		48		33		32		40		17		49		34		30
18		38		46		57		31		20		14		22		37		26		26		45		20		17		15		26		42		26		33		37		33		60		32		9		28		26		0		7		14		50		16		37		36		42		16		23		19		11		8		34		27		31		32		9		52		24		29		43		60		56
25		39		53		64		38		27		15		29		44		33		33		52		21		20		16		27		43		27		34		44		32		67		39		6		35		33		7		0		21		57		15		38		37		43		21		30		14		4		3		41		28		32		39		10		59		25		36		50		67		63
22		52		32		43		19		18		28		14		23		12		26		31		34		31		29		12		56		40		47		23		19		46		18		23		28		12		14		21		0		36		16		51		50		56		2		15		33		25		22		20		41		45		46		23		38		38		15		47		46		42
32		44		4		7		19		30		58		28		13		24		24		5		46		37		49		30		40		34		33		17		35		10		18		59		22		24		50		57		36		0		52		37		34		40		36		27		69		61		58		16		45		51		30		57		14		40		21		31		10		8
24		54		48		59		33		22		30		24		39		28		28		47		36		33		31		22		58		42		49		39		17		62		34		9		30		28		16		15		16		52		0		53		52		58		16		25		29		17		18		36		43		47		48		25		54		40		31		49		62		58
29		7		39		44		32		33		23		37		28		59		25		40		17		20		22		63		13		11		4		52		70		47		43		44		23		53		37		38		51		37		53		0		13		17		53		36		32		36		35		47		10		14		19		28		39		13		36		30		47		43
28		20		38		37		31		32		34		36		27		58		24		39		22		19		25		62		6		10		9		51		69		34		42		43		22		52		36		37		50		34		52		13		0		6		52		35		45		37		34		46		21		27		6		33		26		16		35		17		34		30
34		24		44		43		37		38		38		42		33		64		30		45		26		25		29		68		4		16		13		57		75		40		48		49		28		58		42		43		56		40		58		17		6		0		58		41		49		41		40		52		25		31		10		37		26		20		41		13		38		32
24		54		32		43		21		20		30		16		25		12		28		31		36		33		31		10		58		42		49		23		17		46		18		23		30		12		16		21		2		36		16		53		52		58		0		17		33		25		22		20		43		47		48		25		38		40		17		49		46		42
7		37		23		34		8		3		31		1		14		23		11		22		19		16		22		27		41		25		32		16		34		37		9		32		13		17		23		30		15		27		25		36		35		41		17		0		42		34		31		11		26		30		31		30		29		23		6		32		37		33
37		25		65		76		50		39		11		41		56		45		45		64		23		32		20		39		45		35		36		56		46		79		51		20		47		45		19		14		33		69		29		32		45		49		33		42		0		12		11		53		24		18		51		12		71		29		48		62		79		75
29		37		57		68		42		31		13		33		48		37		37		56		19		24		14		31		41		27		32		48		34		71		43		8		39		37		11		4		25		61		17		36		37		41		25		34		12		0		3		45		26		30		43		8		63		23		40		54		71		67
26		36		54		65		39		28		12		30		45		34		34		53		18		21		13		28		40		24		31		45		35		68		40		9		36		34		8		3		22		58		18		35		34		40		22		31		11		3		0		42		25		29		40		7		60		22		37		51		68		64
18		48		12		23		15		14		42		12		19		12		22		11		30		27		33		16		52		36		43		5		23		26		4		43		24		8		34		41		20		16		36		47		46		52		20		11		53		45		42		0		37		41		42		41		26		34		11		43		26		22
19		11		41		52		26		23		13		27		32		49		21		40		7		10		12		53		21		11		12		42		60		55		33		34		23		43		27		28		41		45		43		10		21		25		43		26		24		26		25		37		0		6		27		18		47		5		26		38		55		51
23		7		47		58		32		27		17		31		38		53		27		46		11		14		16		57		27		17		18		46		64		61		37		38		29		47		31		32		45		51		47		14		27		31		47		30		18		30		29		41		6		0		33		22		53		11		30		44		61		57
24		26		34		33		27		28		40		32		23		54		20		35		28		19		31		58		10		16		15		47		65		30		38		41		18		48		32		39		46		30		48		19		6		10		48		31		51		43		40		42		27		33		0		39		20		22		31		11		28		24
25		29		53		64		38		27		5		29		44		33		33		52		11		20		8		35		33		23		24		44		42		67		39		16		35		33		9		10		23		57		25		28		33		37		25		30		12		8		7		41		18		22		39		0		59		17		36		50		67		63
34		46		18		17		21		32		60		30		15		38		26		19		48		39		51		42		26		36		35		31		49		14		22		61		24		32		52		59		38		14		54		39		26		26		38		29		71		63		60		26		47		53		20		59		0		42		23		17		12		6
16		14		36		47		21		20		18		24		27		46		16		35		6		7		9		50		18		6		9		39		57		50		30		31		18		40		24		25		38		40		40		13		16		20		40		23		29		23		22		34		5		11		22		17		42		0		23		33		50		46
11		37		17		28		4		9		37		7		8		23		11		16		25		16		28		27		41		25		32		16		34		31		7		38		13		17		29		36		15		21		31		36		35		41		17		6		48		40		37		11		26		30		31		36		23		23		0		32		31		27
25		37		35		34		28		29		51		33		24		55		21		36		39		30		42		59		17		27		26		48		66		31		39		52		19		49		43		50		47		31		49		30		17		13		49		32		62		54		51		43		38		44		11		50		17		33		32		0		29		23
42		54		14		5		29		40		68		38		23		34		34		15		56		47		59		40		38		44		43		23		45		2		28		69		32		34		60		67		46		10		62		47		34		38		46		37		79		71		68		26		55		61		28		67		12		50		31		29		0		6
38		50		12		11		25		36		64		34		19		32		30		13		52		43		55		36		32		40		39		25		43		8		24		65		28		30		56		63		42		8		58		43		30		32		42		33		75		67		64		22		51		57		24		63		6		46		27		23		6		0
