40
0		26		29		28		37		27		49		7		25		52		37		42		50		5		12		26		37		4		10		7		52		42		37		45		15		41		41		11		17		24		26		32		33		38		26		60		33		28		17		20
26		0		9		10		45		33		27		25		1		30		49		22		28		31		34		6		11		26		20		29		30		20		15		27		11		19		19		27		9		12		22		10		43		32		18		38		7		12		37		46
29		9		0		1		48		36		36		28		10		39		52		29		37		34		37		3		8		25		19		32		39		29		24		32		14		28		28		18		12		5		25		19		46		35		21		47		4		15		40		49
28		10		1		0		47		35		37		27		11		40		51		30		38		33		36		4		9		24		18		31		40		30		25		33		13		29		29		17		11		4		24		20		45		34		20		48		5		16		39		48
37		45		48		47		0		12		28		30		44		25		4		23		29		38		25		45		56		41		35		30		27		39		38		18		34		36		32		42		36		43		23		41		4		13		27		29		52		33		20		17
27		33		36		35		12		0		22		20		32		25		16		15		23		28		15		33		44		31		25		20		25		27		26		18		22		24		20		32		24		31		11		29		10		11		15		33		40		21		10		13
49		27		36		37		28		22		0		42		26		3		32		7		1		50		37		33		30		53		47		42		3		11		12		10		38		8		8		54		32		39		23		17		26		15		23		11		34		21		32		29
7		25		28		27		30		20		42		0		24		45		30		35		43		8		9		25		36		11		9		4		45		35		30		38		14		34		34		12		16		23		19		25		26		31		19		53		32		21		12		21
25		1		10		11		44		32		26		24		0		29		48		21		27		30		33		7		12		27		21		28		29		19		14		26		12		18		18		28		8		13		21		9		42		31		17		37		8		11		36		45
52		30		39		40		25		25		3		45		29		0		29		10		4		53		40		36		33		56		50		45		2		14		15		7		41		11		11		57		35		42		26		20		23		14		26		8		37		24		35		32
37		49		52		51		4		16		32		30		48		29		0		27		33		38		25		49		60		41		35		30		31		43		42		22		38		40		36		42		40		47		27		45		6		17		31		33		56		37		20		17
42		22		29		30		23		15		7		35		21		10		27		0		8		43		30		26		33		46		40		35		10		16		15		5		31		13		9		47		25		32		16		18		21		10		16		18		29		14		25		24
50		28		37		38		29		23		1		43		27		4		33		8		0		51		38		34		31		54		48		43		2		10		13		11		39		9		9		55		33		40		24		18		27		16		24		10		35		22		33		30
5		31		34		33		38		28		50		8		30		53		38		43		51		0		13		31		42		9		15		8		53		43		38		46		20		42		42		16		22		29		27		33		34		39		27		61		38		29		18		21
12		34		37		36		25		15		37		9		33		40		25		30		38		13		0		34		45		16		18		5		40		30		27		33		23		29		29		19		25		32		14		30		21		26		16		48		41		22		5		12
26		6		3		4		45		33		33		25		7		36		49		26		34		31		34		0		11		22		16		29		36		26		21		29		11		25		25		21		9		6		22		16		43		32		18		44		7		12		37		46
37		11		8		9		56		44		30		36		12		33		60		33		31		42		45		11		0		33		27		40		33		23		18		38		22		22		24		26		20		13		33		15		54		43		29		41		4		23		48		57
4		26		25		24		41		31		53		11		27		56		41		46		54		9		16		22		33		0		6		11		56		46		41		49		15		45		45		7		21		20		30		36		37		42		30		64		29		32		21		24
10		20		19		18		35		25		47		9		21		50		35		40		48		15		18		16		27		6		0		13		50		40		35		43		9		39		39		7		15		14		24		30		31		36		24		58		23		26		21		30
7		29		32		31		30		20		42		4		28		45		30		35		43		8		5		29		40		11		13		0		45		35		30		38		18		34		34		14		20		27		19		25		26		31		19		53		36		21		10		17
52		30		39		40		27		25		3		45		29		2		31		10		2		53		40		36		33		56		50		45		0		12		15		9		41		11		11		57		35		42		26		20		25		14		26		8		37		24		35		32
42		20		29		30		39		27		11		35		19		14		43		16		10		43		30		26		23		46		40		35		12		0		5		21		31		3		7		47		25		32		16		10		37		26		16		18		27		14		31		40
37		15		24		25		38		26		12		30		14		15		42		15		13		38		27		21		18		41		35		30		15		5		0		20		26		4		6		42		20		27		15		5		36		25		11		23		22		9		30		39
45		27		32		33		18		18		10		38		26		7		22		5		11		46		33		29		38		49		43		38		9		21		20		0		34		18		14		50		28		35		19		23		16		7		19		15		34		17		28		25
15		11		14		13		34		22		38		14		12		41		38		31		39		20		23		11		22		15		9		18		41		31		26		34		0		30		30		16		6		9		15		21		32		27		15		49		18		17		26		35
41		19		28		29		36		24		8		34		18		11		40		13		9		42		29		25		22		45		39		34		11		3		4		18		30		0		4		46		24		31		15		9		34		23		15		19		26		13		28		37
41		19		28		29		32		20		8		34		18		11		36		9		9		42		29		25		24		45		39		34		11		7		6		14		30		4		0		46		24		31		15		9		30		19		15		19		26		13		24		33
11		27		18		17		42		32		54		12		28		57		42		47		55		16		19		21		26		7		7		14		57		47		42		50		16		46		46		0		22		15		31		37		38		43		31		65		22		33		22		31
17		9		12		11		36		24		32		16		8		35		40		25		33		22		25		9		20		21		15		20		35		25		20		28		6		24		24		22		0		7		13		15		34		23		9		43		16		11		28		37
24		12		5		4		43		31		39		23		13		42		47		32		40		29		32		6		13		20		14		27		42		32		27		35		9		31		31		15		7		0		20		22		41		30		16		50		9		18		35		44
26		22		25		24		23		11		23		19		21		26		27		16		24		27		14		22		33		30		24		19		26		16		15		19		15		15		15		31		13		20		0		18		21		12		4		34		29		10		15		24
32		10		19		20		41		29		17		25		9		20		45		18		18		33		30		16		15		36		30		25		20		10		5		23		21		9		9		37		15		22		18		0		39		28		14		28		17		8		33		42
33		43		46		45		4		10		26		26		42		23		6		21		27		34		21		43		54		37		31		26		25		37		36		16		32		34		30		38		34		41		21		39		0		11		25		27		50		31		16		13
38		32		35		34		13		11		15		31		31		14		17		10		16		39		26		32		43		42		36		31		14		26		25		7		27		23		19		43		23		30		12		28		11		0		14		22		39		20		21		18
26		18		21		20		27		15		23		19		17		26		31		16		24		27		16		18		29		30		24		19		26		16		11		19		15		15		15		31		9		16		4		14		25		14		0		34		25		6		19		28
60		38		47		48		29		33		11		53		37		8		33		18		10		61		48		44		41		64		58		53		8		18		23		15		49		19		19		65		43		50		34		28		27		22		34		0		45		32		43		40
33		7		4		5		52		40		34		32		8		37		56		29		35		38		41		7		4		29		23		36		37		27		22		34		18		26		26		22		16		9		29		17		50		39		25		45		0		19		44		53
28		12		15		16		33		21		21		21		11		24		37		14		22		29		22		12		23		32		26		21		24		14		9		17		17		13		13		33		11		18		10		8		31		20		6		32		19		0		25		34
17		37		40		39		20		10		32		12		36		35		20		25		33		18		5		37		48		21		21		10		35		31		30		28		26		28		24		22		28		35		15		33		16		21		19		43		44		25		0		9
20		46		49		48		17		13		29		21		45		32		17		24		30		21		12		46		57		24		30		17		32		40		39		25		35		37		33		31		37		44		24		42		13		18		28		40		53		34		9		0
