40
0		8		15		18		48		35		50		22		22		10		30		23		5		23		31		44		33		18		44		31		51		48		24		17		12		29		3		26		23		23		24		35		11		36		9		26		14		30		30		42
8		0		7		18		48		35		50		22		24		12		30		23		9		25		31		44		41		18		44		31		51		48		24		9		4		25		5		26		15		23		16		35		11		36		13		26		14		22		30		42
15		7		0		17		45		32		47		19		31		19		29		20		16		32		28		41		48		15		41		28		48		45		23		4		3		22		12		23		8		20		9		32		16		33		20		23		17		15		27		39
18		18		17		0		30		17		32		16		14		8		12		17		13		15		13		26		31		20		26		13		33		30		6		19		14		31		21		14		25		25		26		17		7		18		9		8		32		32		12		24
48		48		45		30		0		21		12		26		26		38		20		25		43		25		19		4		39		30		4		17		5		2		24		41		44		23		51		22		41		25		42		13		37		22		39		22		62		38		18		14
35		35		32		17		21		0		15		29		13		25		5		30		30		12		4		21		20		33		23		14		16		19		11		32		31		44		38		27		38		38		39		28		24		1		26		21		49		45		5		7
50		50		47		32		12		15		0		28		28		40		20		27		45		27		19		12		35		32		14		19		7		10		26		43		46		35		53		24		43		29		44		19		39		14		41		24		64		40		20		8
22		22		19		16		26		29		28		0		30		18		28		1		17		31		27		22		47		4		22		15		29		26		22		15		18		15		25		4		15		9		16		13		15		30		19		8		36		16		24		22
22		24		31		14		26		13		28		30		0		12		8		31		17		1		9		22		17		34		24		15		29		26		8		33		28		45		25		28		39		39		40		29		15		14		13		22		36		46		8		20
10		12		19		8		38		25		40		18		12		0		20		19		5		13		21		34		29		22		34		21		41		38		14		21		16		33		13		16		27		27		28		25		3		26		1		16		24		34		20		32
30		30		29		12		20		5		20		28		8		20		0		29		25		7		1		20		19		32		22		13		21		18		6		31		26		43		33		26		37		37		38		27		19		6		21		20		44		44		4		12
23		23		20		17		25		30		27		1		31		19		29		0		18		32		28		21		48		5		21		16		28		25		23		16		19		14		26		3		16		8		17		12		16		31		20		9		37		15		25		23
5		9		16		13		43		30		45		17		17		5		25		18		0		18		26		39		32		19		39		26		46		43		19		18		13		30		8		21		24		24		25		30		6		31		4		21		19		31		25		37
23		25		32		15		25		12		27		31		1		13		7		32		18		0		8		23		16		35		25		16		28		25		9		34		29		46		26		29		40		40		41		30		16		13		14		23		37		47		7		19
31		31		28		13		19		4		19		27		9		21		1		28		26		8		0		19		20		31		21		12		20		17		7		30		27		42		34		25		36		36		37		26		20		5		22		19		45		43		3		11
44		44		41		26		4		21		12		22		22		34		20		21		39		23		19		0		39		26		2		13		7		4		20		37		40		23		47		18		37		21		38		9		33		22		35		18		58		34		16		14
33		41		48		31		39		20		35		47		17		29		19		48		32		16		20		39		0		51		41		32		36		37		25		50		45		62		36		45		56		56		57		46		32		21		28		39		31		63		23		27
18		18		15		20		30		33		32		4		34		22		32		5		19		35		31		26		51		0		26		19		33		30		26		11		14		11		21		8		11		5		12		17		19		34		23		12		32		12		28		26
44		44		41		26		4		23		14		22		24		34		22		21		39		25		21		2		41		26		0		13		7		4		20		37		40		21		47		18		37		21		38		9		33		24		35		18		58		34		18		16
31		31		28		13		17		14		19		15		15		21		13		16		26		16		12		13		32		19		13		0		20		17		7		24		27		30		34		13		24		24		25		14		20		15		22		7		45		31		9		11
51		51		48		33		5		16		7		29		29		41		21		28		46		28		20		7		36		33		7		20		0		3		27		44		47		28		54		25		44		28		45		16		40		17		42		25		65		41		21		9
48		48		45		30		2		19		10		26		26		38		18		25		43		25		17		4		37		30		4		17		3		0		24		41		44		25		51		22		41		25		42		13		37		20		39		22		62		38		18		12
24		24		23		6		24		11		26		22		8		14		6		23		19		9		7		20		25		26		20		7		27		24		0		25		20		37		27		20		31		31		32		21		13		12		15		14		38		38		6		18
17		9		4		19		41		32		43		15		33		21		31		16		18		34		30		37		50		11		37		24		44		41		25		0		5		18		14		19		6		16		7		28		18		33		22		19		21		13		27		35
12		4		3		14		44		31		46		18		28		16		26		19		13		29		27		40		45		14		40		27		47		44		20		5		0		21		9		22		11		19		12		31		13		32		17		22		18		18		26		38
29		25		22		31		23		44		35		15		45		33		43		14		30		46		42		23		62		11		21		30		28		25		37		18		21		0		28		17		18		6		19		16		30		45		34		23		39		15		39		37
3		5		12		21		51		38		53		25		25		13		33		26		8		26		34		47		36		21		47		34		54		51		27		14		9		28		0		29		20		26		21		38		14		39		12		29		11		27		33		45
26		26		23		14		22		27		24		4		28		16		26		3		21		29		25		18		45		8		18		13		25		22		20		19		22		17		29		0		19		11		20		9		15		28		17		6		40		18		22		20
23		15		8		25		41		38		43		15		39		27		37		16		24		40		36		37		56		11		37		24		44		41		31		6		11		18		20		19		0		16		1		28		24		39		28		19		25		7		33		35
23		23		20		25		25		38		29		9		39		27		37		8		24		40		36		21		56		5		21		24		28		25		31		16		19		6		26		11		16		0		17		12		24		39		28		17		37		13		33		31
24		16		9		26		42		39		44		16		40		28		38		17		25		41		37		38		57		12		38		25		45		42		32		7		12		19		21		20		1		17		0		29		25		40		29		20		26		6		34		36
35		35		32		17		13		28		19		13		29		25		27		12		30		30		26		9		46		17		9		14		16		13		21		28		31		16		38		9		28		12		29		0		24		29		26		9		49		25		23		21
11		11		16		7		37		24		39		15		15		3		19		16		6		16		20		33		32		19		33		20		40		37		13		18		13		30		14		15		24		24		25		24		0		25		4		15		25		31		19		31
36		36		33		18		22		1		14		30		14		26		6		31		31		13		5		22		21		34		24		15		17		20		12		33		32		45		39		28		39		39		40		29		25		0		27		22		50		46		6		8
9		13		20		9		39		26		41		19		13		1		21		20		4		14		22		35		28		23		35		22		42		39		15		22		17		34		12		17		28		28		29		26		4		27		0		17		23		35		21		33
26		26		23		8		22		21		24		8		22		16		20		9		21		23		19		18		39		12		18		7		25		22		14		19		22		23		29		6		19		17		20		9		15		22		17		0		40		24		16		16
14		14		17		32		62		49		64		36		36		24		44		37		19		37		45		58		31		32		58		45		65		62		38		21		18		39		11		40		25		37		26		49		25		50		23		40		0		32		44		56
30		22		15		32		38		45		40		16		46		34		44		15		31		47		43		34		63		12		34		31		41		38		38		13		18		15		27		18		7		13		6		25		31		46		35		24		32		0		40		38
30		30		27		12		18		5		20		24		8		20		4		25		25		7		3		16		23		28		18		9		21		18		6		27		26		39		33		22		33		33		34		23		19		6		21		16		44		40		0		12
42		42		39		24		14		7		8		22		20		32		12		23		37		19		11		14		27		26		16		11		9		12		18		35		38		37		45		20		35		31		36		21		31		8		33		16		56		38		12		0
