20
0		9		16		9		17		20		6		9		12		13		21		6		14		8		12		6		18		15		1		8
9		0		25		6		26		17		15		12		11		14		30		3		23		17		21		11		19		6		10		17
16		25		0		19		1		18		10		13		14		11		7		22		6		8		4		14		16		19		15		8
9		6		19		0		20		11		9		6		5		8		24		3		17		11		15		5		13		6		8		11
17		26		1		20		0		19		11		14		15		12		8		23		7		9		5		15		17		20		16		9
20		17		18		11		19		0		14		11		8		7		13		14		12		16		22		14		2		11		19		22
6		15		10		9		11		14		0		3		6		7		15		12		8		2		8		4		12		9		5		8
9		12		13		6		14		11		3		0		3		4		18		9		11		5		11		3		9		6		8		11
12		11		14		5		15		8		6		3		0		3		19		8		12		8		14		6		8		5		11		14
13		14		11		8		12		7		7		4		3		0		16		11		9		9		15		7		5		8		12		15
21		30		7		24		8		13		15		18		19		16		0		27		7		13		11		19		11		24		20		13
6		3		22		3		23		14		12		9		8		11		27		0		20		14		18		8		16		9		7		14
14		23		6		17		7		12		8		11		12		9		7		20		0		6		10		12		10		17		13		10
8		17		8		11		9		16		2		5		8		9		13		14		6		0		6		6		14		11		7		6
12		21		4		15		5		22		8		11		14		15		11		18		10		6		0		10		20		17		11		4
6		11		14		5		15		14		4		3		6		7		19		8		12		6		10		0		12		9		5		8
18		19		16		13		17		2		12		9		8		5		11		16		10		14		20		12		0		13		17		20
15		6		19		6		20		11		9		6		5		8		24		9		17		11		17		9		13		0		14		17
1		10		15		8		16		19		5		8		11		12		20		7		13		7		11		5		17		14		0		7
8		17		8		11		9		22		8		11		14		15		13		14		10		6		4		8		20		17		7		0
