20
0		6		7		6		6		15		2		12		2		6		15		7		20		11		16		9		13		12		12		10
6		0		13		10		12		17		8		14		4		12		21		13		22		17		18		5		11		14		18		16
7		13		0		3		9		18		5		15		9		3		12		6		23		14		19		16		20		17		15		3
6		10		3		0		12		21		6		18		6		6		15		9		26		17		22		13		17		18		18		6
6		12		9		12		0		9		6		8		8		6		9		3		14		5		10		15		19		16		6		8
15		17		18		21		9		0		15		3		17		15		18		12		5		14		13		12		10		7		15		17
2		8		5		6		6		15		0		12		4		4		13		5		20		11		16		11		15		12		12		8
12		14		15		18		8		3		12		0		14		12		17		9		8		13		12		9		11		8		14		14
2		4		9		6		8		17		4		14		0		8		17		9		22		13		18		7		11		14		14		12
6		12		3		6		6		15		4		12		8		0		9		3		20		11		16		15		19		16		12		4
15		21		12		15		9		18		13		17		17		9		0		8		17		4		7		24		28		25		3		11
7		13		6		9		3		12		5		9		9		3		8		0		17		8		13		16		20		17		9		5
20		22		23		26		14		5		20		8		22		20		17		17		0		13		12		17		11		8		14		22
11		17		14		17		5		14		11		13		13		11		4		8		13		0		5		20		24		21		1		13
16		18		19		22		10		13		16		12		18		16		7		13		12		5		0		19		23		20		4		18
9		5		16		13		15		12		11		9		7		15		24		16		17		20		19		0		6		9		21		19
13		11		20		17		19		10		15		11		11		19		28		20		11		24		23		6		0		3		25		23
12		14		17		18		16		7		12		8		14		16		25		17		8		21		20		9		3		0		22		20
12		18		15		18		6		15		12		14		14		12		3		9		14		1		4		21		25		22		0		14
10		16		3		6		8		17		8		14		12		4		11		5		22		13		18		19		23		20		14		0
