20
0		20		17		13		17		14		20		24		16		11		14		16		1		10		8		11		25		9		17		19
20		0		19		9		7		18		12		8		12		9		10		10		19		18		12		11		9		13		3		17
17		19		0		18		22		3		7		11		7		16		19		9		16		7		9		8		10		14		18		2
13		9		18		0		4		17		11		13		11		2		1		9		14		17		11		10		14		4		6		16
17		7		22		4		0		21		15		11		15		6		3		13		18		21		15		14		12		8		4		20
14		18		3		17		21		0		6		10		6		15		18		8		13		4		6		7		11		13		17		5
20		12		7		11		15		6		0		4		4		9		12		4		19		10		12		9		5		13		11		5
24		8		11		13		11		10		4		0		8		13		14		8		23		14		16		13		1		17		7		9
16		12		7		11		15		6		4		8		0		9		12		2		15		6		8		5		9		9		11		5
11		9		16		2		6		15		9		13		9		0		3		7		12		15		9		8		14		4		6		14
14		10		19		1		3		18		12		14		12		3		0		10		15		18		12		11		15		5		7		17
16		10		9		9		13		8		4		8		2		7		10		0		15		8		8		5		9		9		9		7
1		19		16		14		18		13		19		23		15		12		15		15		0		9		7		10		24		10		16		18
10		18		7		17		21		4		10		14		6		15		18		8		9		0		6		7		15		13		17		9
8		12		9		11		15		6		12		16		8		9		12		8		7		6		0		3		17		7		11		11
11		11		8		10		14		7		9		13		5		8		11		5		10		7		3		0		14		6		10		8
25		9		10		14		12		11		5		1		9		14		15		9		24		15		17		14		0		18		8		8
9		13		14		4		8		13		13		17		9		4		5		9		10		13		7		6		18		0		10		12
17		3		18		6		4		17		11		7		11		6		7		9		16		17		11		10		8		10		0		16
19		17		2		16		20		5		5		9		5		14		17		7		18		9		11		8		8		12		16		0
