20
0		9		19		13		20		17		6		15		19		27		13		14		6		16		27		2		12		18		21		18
9		0		12		18		13		24		9		12		12		20		6		7		3		17		20		7		5		11		14		11
19		12		0		22		1		28		13		16		12		18		6		5		13		21		8		19		7		1		18		7
13		18		22		0		21		6		9		6		10		14		18		17		15		3		14		13		17		21		8		15
20		13		1		21		0		27		14		15		11		17		7		6		14		20		7		20		8		2		17		6
17		24		28		6		27		0		15		12		16		10		24		23		21		7		20		17		23		27		10		21
6		9		13		9		14		15		0		9		13		21		9		8		6		10		21		6		8		12		15		12
15		12		16		6		15		12		9		0		4		12		12		11		9		5		12		15		11		15		6		9
19		12		12		10		11		16		13		4		0		8		8		7		13		9		8		19		7		11		6		5
27		20		18		14		17		10		21		12		8		0		14		13		21		11		10		27		15		17		6		11
13		6		6		18		7		24		9		12		8		14		0		1		7		17		14		13		1		5		14		5
14		7		5		17		6		23		8		11		7		13		1		0		8		16		13		14		2		4		13		4
6		3		13		15		14		21		6		9		13		21		7		8		0		14		21		6		6		12		15		12
16		17		21		3		20		7		10		5		9		11		17		16		14		0		13		16		16		20		5		14
27		20		8		14		7		20		21		12		8		10		14		13		21		13		0		27		15		9		10		9
2		7		19		13		20		17		6		15		19		27		13		14		6		16		27		0		12		18		21		18
12		5		7		17		8		23		8		11		7		15		1		2		6		16		15		12		0		6		13		6
18		11		1		21		2		27		12		15		11		17		5		4		12		20		9		18		6		0		17		6
21		14		18		8		17		10		15		6		6		6		14		13		15		5		10		21		13		17		0		11
18		11		7		15		6		21		12		9		5		11		5		4		12		14		9		18		6		6		11		0
