20
0		5		2		5		11		15		17		11		19		10		7		6		16		21		16		3		8		22		5		3
5		0		5		2		14		18		12		14		22		5		12		1		19		24		11		6		5		25		8		8
2		5		0		7		9		13		15		11		17		8		9		6		14		19		14		5		10		20		3		5
5		2		7		0		16		20		14		16		24		5		12		1		21		26		11		6		5		27		10		8
11		14		9		16		0		18		24		2		10		17		12		15		5		12		23		14		19		11		6		12
15		18		13		20		18		0		6		20		8		15		18		19		13		6		9		18		23		11		12		16
17		12		15		14		24		6		0		26		14		9		24		13		19		12		3		18		17		17		18		20
11		14		11		16		2		20		26		0		12		19		12		15		7		14		25		14		19		11		8		12
19		22		17		24		10		8		14		12		0		19		20		23		5		2		13		22		27		3		14		20
10		5		8		5		17		15		9		19		19		0		17		4		16		21		6		11		10		22		11		13
7		12		9		12		12		18		24		12		20		17		0		13		17		22		23		6		7		23		6		4
6		1		6		1		15		19		13		15		23		4		13		0		20		25		10		7		6		26		9		9
16		19		14		21		5		13		19		7		5		16		17		20		0		7		18		19		24		6		11		17
21		24		19		26		12		6		12		14		2		21		22		25		7		0		15		24		29		5		16		22
16		11		14		11		23		9		3		25		13		6		23		10		18		15		0		17		16		16		17		19
3		6		5		6		14		18		18		14		22		11		6		7		19		24		17		0		5		25		8		2
8		5		10		5		19		23		17		19		27		10		7		6		24		29		16		5		0		30		13		7
22		25		20		27		11		11		17		11		3		22		23		26		6		5		16		25		30		0		17		23
5		8		3		10		6		12		18		8		14		11		6		9		11		16		17		8		13		17		0		6
3		8		5		8		12		16		20		12		20		13		4		9		17		22		19		2		7		23		6		0
