20
0		5		16		15		13		17		18		11		9		7		21		6		16		19		13		14		19		20		6		8
5		0		15		10		12		12		17		10		8		8		20		1		13		14		8		9		18		15		1		3
16		15		0		21		7		15		6		7		7		23		5		16		12		15		17		18		11		16		14		18
15		10		21		0		18		6		23		16		18		8		26		9		19		16		4		3		24		13		9		7
13		12		7		18		0		12		5		2		14		20		8		13		5		8		14		15		6		9		11		15
17		12		15		6		12		0		17		10		20		10		20		11		13		10		4		3		18		7		11		9
18		17		6		23		5		17		0		7		13		25		3		18		6		9		19		20		5		10		16		20
11		10		7		16		2		10		7		0		14		18		10		11		5		8		12		13		8		9		9		13
9		8		7		18		14		20		13		14		0		16		12		9		19		22		16		17		18		23		9		11
7		8		23		8		20		10		25		18		16		0		28		7		21		18		6		7		26		15		9		5
21		20		5		26		8		20		3		10		12		28		0		21		7		10		22		23		6		13		19		23
6		1		16		9		13		11		18		11		9		7		21		0		14		13		7		8		19		14		2		2
16		13		12		19		5		13		6		5		19		21		7		14		0		3		15		16		5		6		12		16
19		14		15		16		8		10		9		8		22		18		10		13		3		0		12		13		8		3		13		13
13		8		17		4		14		4		19		12		16		6		22		7		15		12		0		1		20		9		7		5
14		9		18		3		15		3		20		13		17		7		23		8		16		13		1		0		21		10		8		6
19		18		11		24		6		18		5		8		18		26		6		19		5		8		20		21		0		11		17		21
20		15		16		13		9		7		10		9		23		15		13		14		6		3		9		10		11		0		14		12
6		1		14		9		11		11		16		9		9		9		19		2		12		13		7		8		17		14		0		4
8		3		18		7		15		9		20		13		11		5		23		2		16		13		5		6		21		12		4		0
