50
0		32		10		41		44		31		53		51		50		47		72		20		53		37		31		28		79		24		42		27		8		26		59		40		34		43		23		25		69		49		29		37		42		28		82		38		30		30		40		70		15		80		81		41		38		73		53		8		45		37
32		0		38		57		14		17		39		69		38		21		40		38		21		13		51		18		47		10		62		57		24		38		35		8		2		49		27		43		37		17		59		55		22		58		50		60		12		60		54		40		45		48		49		43		40		41		83		38		45		43
10		38		0		31		34		21		43		41		40		37		62		10		43		27		21		20		69		32		32		19		16		16		49		36		38		33		13		15		59		39		21		27		32		20		72		28		26		22		30		60		7		70		71		31		28		63		45		16		35		27
41		57		31		0		43		40		18		12		19		36		33		21		54		44		10		39		38		51		5		20		35		19		22		55		57		8		30		16		34		42		24		4		35		21		41		3		45		23		3		29		34		39		40		14		17		34		26		47		12		14
44		14		34		43		0		13		25		55		24		7		28		24		11		7		37		16		35		22		48		43		36		24		21		12		14		35		21		29		25		5		45		41		8		44		38		46		14		46		40		26		37		36		37		29		26		29		69		50		31		29
31		17		21		40		13		0		22		52		21		16		41		21		22		6		34		3		48		11		45		40		23		21		28		15		17		32		10		26		38		18		42		38		11		41		51		43		5		43		37		39		28		49		50		26		23		42		66		37		28		26
53		39		43		18		25		22		0		30		3		18		19		33		36		26		22		25		26		33		23		32		45		27		6		37		39		10		30		28		16		24		36		16		17		33		29		21		27		35		15		17		46		27		28		12		15		20		44		59		8		16
51		69		41		12		55		52		30		0		31		48		45		31		66		56		20		51		38		63		9		30		47		31		34		67		69		20		42		26		46		54		34		14		47		31		33		13		57		33		15		29		44		29		30		26		29		46		14		57		24		26
50		38		40		19		24		21		3		31		0		17		22		30		35		25		19		22		29		32		24		29		42		24		9		36		38		11		27		25		19		23		33		17		16		30		32		22		26		32		16		20		43		30		31		9		12		23		45		56		7		13
47		21		37		36		7		16		18		48		17		0		25		27		18		10		30		19		32		25		41		36		39		21		14		19		21		28		24		22		22		6		38		34		5		37		35		39		17		39		33		23		40		33		34		22		19		26		62		53		24		22
72		40		62		33		28		41		19		45		22		25		0		52		21		35		41		44		7		50		38		51		64		46		13		32		38		29		49		47		3		23		55		35		30		52		12		36		42		54		32		16		65		16		17		31		34		1		59		78		27		35
20		38		10		21		24		21		33		31		30		27		52		0		35		25		13		20		59		32		24		19		16		6		39		36		38		23		11		5		49		29		21		17		22		20		62		22		26		22		20		50		13		60		61		21		18		53		45		26		25		17
53		21		43		54		11		22		36		66		35		18		21		35		0		16		48		25		28		31		59		54		45		35		32		13		19		46		30		40		20		12		56		52		19		55		33		57		23		57		51		37		46		37		38		40		37		20		80		59		42		40
37		13		27		44		7		6		26		56		25		10		35		25		16		0		38		9		42		15		49		44		29		25		22		11		13		36		14		30		32		12		46		42		9		45		45		47		7		47		41		33		32		43		44		30		27		36		70		43		32		30
31		51		21		10		37		34		22		20		19		30		41		13		48		38		0		33		48		45		11		10		29		13		28		49		51		12		24		8		38		36		14		6		29		11		51		9		39		13		9		39		24		49		50		10		11		42		32		37		14		8
28		18		20		39		16		3		25		51		22		19		44		20		25		9		33		0		51		12		44		39		20		20		31		16		18		31		9		25		41		21		41		37		14		40		54		42		6		42		36		42		27		52		53		25		22		45		65		34		27		25
79		47		69		38		35		48		26		38		29		32		7		59		28		42		48		51		0		57		37		58		71		53		20		39		45		36		56		54		10		30		62		42		37		59		5		41		49		61		39		9		72		9		10		38		41		8		52		85		34		42
24		10		32		51		22		11		33		63		32		25		50		32		31		15		45		12		57		0		56		51		16		32		37		18		12		43		21		37		47		27		53		49		20		52		60		54		8		54		48		48		39		58		59		37		34		51		77		32		39		37
42		62		32		5		48		45		23		9		24		41		38		24		59		49		11		44		37		56		0		21		40		24		27		60		62		13		35		19		39		47		25		7		40		22		40		4		50		24		8		28		35		38		39		19		22		39		21		48		17		19
27		57		19		20		43		40		32		30		29		36		51		19		54		44		10		39		58		51		21		0		35		19		38		55		57		22		30		14		48		42		4		16		35		1		61		17		45		3		19		49		14		59		60		20		17		52		26		27		24		16
8		24		16		35		36		23		45		47		42		39		64		16		45		29		29		20		71		16		40		35		0		18		51		32		26		35		15		21		61		41		37		33		34		36		74		38		22		38		32		62		23		72		73		33		30		65		61		16		37		29
26		38		16		19		24		21		27		31		24		21		46		6		35		25		13		20		53		32		24		19		18		0		33		36		38		17		11		5		43		23		21		17		16		20		56		22		26		22		16		44		19		54		55		15		12		47		45		32		19		11
59		35		49		22		21		28		6		34		9		14		13		39		32		22		28		31		20		37		27		38		51		33		0		33		35		16		36		34		12		20		42		22		17		39		23		25		29		41		19		11		52		21		22		18		21		14		48		65		14		22
