20
0		7		19		3		25		16		12		25		24		23		15		12		14		8		18		10		9		17		15		15
7		0		18		4		24		15		11		24		23		22		14		11		21		5		17		17		4		16		14		14
19		18		0		18		6		11		7		8		5		10		10		7		19		13		15		15		14		10		4		4
3		4		18		0		24		15		11		24		23		22		14		11		17		5		17		13		6		16		14		14
25		24		6		24		0		11		13		8		5		10		10		13		19		19		15		15		20		10		10		10
16		15		11		15		11		0		8		19		16		21		1		12		30		10		26		26		11		1		11		15
12		11		7		11		13		8		0		13		12		13		7		4		22		6		18		18		7		7		3		7
25		24		8		24		8		19		13		0		3		2		18		13		11		19		7		15		20		18		10		10
24		23		5		23		5		16		12		3		0		5		15		12		14		18		10		14		19		15		9		9
23		22		10		22		10		21		13		2		5		0		20		11		9		17		5		13		18		20		10		8
15		14		10		14		10		1		7		18		15		20		0		11		29		9		25		25		10		2		10		14
12		11		7		11		13		12		4		13		12		11		11		0		18		6		14		14		7		11		3		3
14		21		19		17		19		30		22		11		14		9		29		18		0		22		4		4		23		29		19		15
8		5		13		5		19		10		6		19		18		17		9		6		22		0		18		18		1		11		9		9
18		17		15		17		15		26		18		7		10		5		25		14		4		18		0		8		19		25		15		11
10		17		15		13		15		26		18		15		14		13		25		14		4		18		8		0		19		25		15		11
9		4		14		6		20		11		7		20		19		18		10		7		23		1		19		19		0		12		10		10
17		16		10		16		10		1		7		18		15		20		2		11		29		11		25		25		12		0		10		14
15		14		4		14		10		11		3		10		9		10		10		3		19		9		15		15		10		10		0		4
15		14		4		14		10		15		7		10		9		8		14		3		15		9		11		11		10		14		4		0
