20
0		11		10		23		15		16		13		6		16		12		16		21		12		12		15		10		9		7		16		10
11		0		3		12		8		9		14		9		5		7		9		10		1		11		10		11		2		10		17		9
10		3		0		13		11		6		11		8		6		4		12		11		2		14		13		8		3		9		14		12
23		12		13		0		8		11		16		21		7		11		7		2		11		11		8		15		14		22		19		13
15		8		11		8		0		17		22		15		11		15		1		6		9		3		2		19		8		14		25		5
16		9		6		11		17		0		5		14		6		4		18		13		8		20		19		8		9		15		8		18
13		14		11		16		22		5		0		9		11		7		23		18		13		25		24		3		14		20		3		23
6		9		8		21		15		14		9		0		14		10		16		19		10		18		17		6		7		13		10		16
16		5		6		7		11		6		11		14		0		4		12		7		4		14		13		8		7		15		14		12
12		7		4		11		15		4		7		10		4		0		16		11		6		18		17		4		7		13		10		16
16		9		12		7		1		18		23		16		12		16		0		5		10		4		1		20		9		15		26		6
21		10		11		2		6		13		18		19		7		11		5		0		9		9		6		15		12		20		21		11
12		1		2		11		9		8		13		10		4		6		10		9		0		12		11		10		3		11		16		10
12		11		14		11		3		20		25		18		14		18		4		9		12		0		3		22		11		11		28		2
15		10		13		8		2		19		24		17		13		17		1		6		11		3		0		21		10		14		27		5
10		11		8		15		19		8		3		6		8		4		20		15		10		22		21		0		11		17		6		20
9		2		3		14		8		9		14		7		7		7		9		12		3		11		10		11		0		8		17		9
7		10		9		22		14		15		20		13		15		13		15		20		11		11		14		17		8		0		23		9
16		17		14		19		25		8		3		10		14		10		26		21		16		28		27		6		17		23		0		26
10		9		12		13		5		18		23		16		12		16		6		11		10		2		5		20		9		9		26		0
