20
0		9		22		9		12		15		22		13		23		3		19		5		20		10		14		10		16		7		9		17
9		0		15		14		17		24		17		22		18		10		18		8		19		17		5		13		7		12		18		26
22		15		0		13		10		23		2		25		3		19		3		17		4		12		10		12		8		15		29		17
9		14		13		0		3		10		13		12		14		6		10		6		11		3		9		1		7		2		16		12
12		17		10		3		0		13		10		15		11		9		7		9		8		2		12		4		10		5		19		9
15		24		23		10		13		0		23		2		24		14		20		16		21		11		19		11		17		12		6		6
22		17		2		13		10		23		0		25		1		19		3		17		2		12		12		12		10		15		29		17
13		22		25		12		15		2		25		0		26		12		22		14		23		13		17		13		19		10		4		8
23		18		3		14		11		24		1		26		0		20		4		18		3		13		13		13		11		16		30		18
3		10		19		6		9		14		19		12		20		0		16		2		17		7		11		7		13		4		10		16
19		18		3		10		7		20		3		22		4		16		0		14		1		9		13		9		11		12		26		14
5		8		17		6		9		16		17		14		18		2		14		0		15		9		9		5		11		4		12		18
20		19		4		11		8		21		2		23		3		17		1		15		0		10		14		10		12		13		27		15
10		17		12		3		2		11		12		13		13		7		9		9		10		0		12		4		10		5		17		9
14		5		10		9		12		19		12		17		13		11		13		9		14		12		0		8		2		7		21		21
10		13		12		1		4		11		12		13		13		7		9		5		10		4		8		0		6		3		17		13
16		7		8		7		10		17		10		19		11		13		11		11		12		10		2		6		0		9		23		19
7		12		15		2		5		12		15		10		16		4		12		4		13		5		7		3		9		0		14		14
9		18		29		16		19		6		29		4		30		10		26		12		27		17		21		17		23		14		0		12
17		26		17		12		9		6		17		8		18		16		14		18		15		9		21		13		19		14		12		0
