30
0		11		30		6		25		17		11		24		15		13		16		23		12		25		9		30		24		7		16		17		8		17		20		22		23		9		19		13		4		25
11		0		21		17		24		6		8		13		26		16		17		34		13		20		20		19		17		12		7		28		13		28		9		27		20		18		8		6		15		14
30		21		0		26		5		27		19		34		29		17		14		13		32		5		37		2		6		31		14		31		22		27		30		8		7		21		29		25		34		17
6		17		26		0		21		23		9		30		9		9		12		17		18		21		11		26		20		13		12		11		4		11		26		18		19		5		25		19		10		21
25		24		5		21		0		30		16		37		24		12		9		10		27		4		32		5		7		26		17		26		17		22		33		3		4		16		32		26		29		20
17		6		27		23		30		0		14		7		32		22		23		40		19		26		26		25		23		18		13		34		19		34		3		33		26		24		2		12		21		10
11		8		19		9		16		14		0		21		18		8		9		26		13		14		18		19		13		12		5		20		5		20		17		19		12		10		16		10		15		14
24		13		34		30		37		7		21		0		39		29		30		47		14		33		33		32		30		17		20		41		26		41		4		40		33		31		5		11		20		17
15		26		29		9		24		32		18		39		0		12		15		16		27		24		8		29		23		22		19		2		13		2		35		21		22		8		34		28		19		24
13		16		17		9		12		22		8		29		12		0		3		18		17		12		20		17		11		14		9		14		5		12		25		11		10		4		24		18		17		12
16		17		14		12		9		23		9		30		15		3		0		17		18		9		23		14		8		17		10		17		8		13		26		10		7		7		25		19		20		13
23		34		13		17		10		40		26		47		16		18		17		0		35		14		24		15		17		30		27		18		21		14		43		7		14		16		42		36		27		30
12		13		32		18		27		19		13		14		27		17		18		35		0		27		21		32		26		5		18		29		14		29		16		28		25		19		17		7		8		27
25		20		5		21		4		26		14		33		24		12		9		14		27		0		32		5		3		26		13		26		17		22		29		7		2		16		28		22		29		16
9		20		37		11		32		26		18		33		8		20		23		24		21		32		0		37		31		16		23		8		15		10		29		29		30		16		28		22		13		32
30		19		2		26		5		25		19		32		29		17		14		15		32		5		37		0		6		31		14		31		22		27		28		8		7		21		27		25		34		15
24		17		6		20		7		23		13		30		23		11		8		17		26		3		31		6		0		25		10		25		16		21		26		10		3		15		25		19		28		13
7		12		31		13		26		18		12		17		22		14		17		30		5		26		16		31		25		0		17		24		9		24		15		23		24		14		16		6		3		26
16		7		14		12		17		13		5		20		19		9		10		27		18		13		23		14		10		17		0		21		8		21		16		20		13		11		15		11		20		9
17		28		31		11		26		34		20		41		2		14		17		18		29		26		8		31		25		24		21		0		15		4		37		23		24		10		36		30		21		26
8		13		22		4		17		19		5		26		13		5		8		21		14		17		15		22		16		9		8		15		0		15		22		14		15		5		21		15		12		17
17		28		27		11		22		34		20		41		2		12		13		14		29		22		10		27		21		24		21		4		15		0		37		19		20		10		36		30		21		24
20		9		30		26		33		3		17		4		35		25		26		43		16		29		29		28		26		15		16		37		22		37		0		36		29		27		1		9		18		13
22		27		8		18		3		33		19		40		21		11		10		7		28		7		29		8		10		23		20		23		14		19		36		0		7		13		35		29		26		23
23		20		7		19		4		26		12		33		22		10		7		14		25		2		30		7		3		24		13		24		15		20		29		7		0		14		28		22		27		16
9		18		21		5		16		24		10		31		8		4		7		16		19		16		16		21		15		14		11		10		5		10		27		13		14		0		26		20		13		16
19		8		29		25		32		2		16		5		34		24		25		42		17		28		28		27		25		16		15		36		21		36		1		35		28		26		0		10		19		12
13		6		25		19		26		12		10		11		28		18		19		36		7		22		22		25		19		6		11		30		15		30		9		29		22		20		10		0		9		20
4		15		34		10		29		21		15		20		19		17		20		27		8		29		13		34		28		3		20		21		12		21		18		26		27		13		19		9		0		29
25		14		17		21		20		10		14		17		24		12		13		30		27		16		32		15		13		26		9		26		17		24		13		23		16		16		12		20		29		0
