30
0		29		8		35		27		16		24		4		23		3		20		2		28		27		7		27		9		28		17		8		26		22		7		13		27		23		18		20		18		1
29		0		37		6		8		13		15		33		22		32		23		27		23		2		24		8		20		3		12		21		9		7		22		20		14		6		21		25		17		30
8		37		0		43		35		24		32		4		21		5		28		10		26		35		13		35		17		36		25		16		34		30		15		17		35		31		26		22		20		7
35		6		43		0		12		19		11		39		28		38		27		33		21		8		30		8		26		7		18		27		9		13		28		26		10		12		25		29		23		36
27		8		35		12		0		11		23		31		26		30		15		25		31		8		22		16		18		11		10		19		17		15		20		18		22		8		13		17		21		28
16		13		24		19		11		0		26		20		29		19		12		14		34		11		13		19		7		14		5		8		20		18		9		19		25		11		10		14		24		17
24		15		32		11		23		26		0		28		17		27		38		22		10		15		19		7		21		12		21		20		6		8		25		15		3		15		36		40		12		25
4		33		4		39		31		20		28		0		19		1		24		6		24		31		9		31		13		32		21		12		30		26		11		13		31		27		22		24		16		5
23		22		21		28		26		29		17		19		0		20		41		25		7		20		16		20		24		21		24		23		19		15		28		10		20		18		39		43		5		24
3		32		5		38		30		19		27		1		20		0		23		5		25		30		8		30		12		31		20		11		29		25		10		12		30		26		21		23		15		4
20		23		28		27		15		12		38		24		41		23		0		18		46		23		25		31		17		26		17		18		32		30		13		31		37		23		2		8		36		21
2		27		10		33		25		14		22		6		25		5		18		0		30		25		9		25		7		26		15		6		24		20		5		15		25		21		16		18		20		3
28		23		26		21		31		34		10		24		7		25		46		30		0		23		21		15		29		20		29		28		14		16		33		15		13		23		44		48		10		29
27		2		35		8		8		11		15		31		20		30		23		25		23		0		22		8		18		3		10		19		9		7		20		18		14		4		21		25		15		28
7		24		13		30		22		13		19		9		16		8		25		9		21		22		0		22		8		23		12		7		21		17		12		6		22		18		23		27		11		8
27		8		35		8		16		19		7		31		20		30		31		25		15		8		22		0		18		5		14		19		1		5		20		18		6		8		29		33		15		28
9		20		17		26		18		7		21		13		24		12		17		7		29		18		8		18		0		19		8		1		17		13		4		14		20		14		15		19		19		10
28		3		36		7		11		14		12		32		21		31		26		26		20		3		23		5		19		0		11		20		6		6		21		19		11		5		24		28		16		29
17		12		25		18		10		5		21		21		24		20		17		15		29		10		12		14		8		11		0		9		15		13		10		14		20		6		15		19		19		18
8		21		16		27		19		8		20		12		23		11		18		6		28		19		7		19		1		20		9		0		18		14		5		13		19		15		16		20		18		9
26		9		34		9		17		20		6		30		19		29		32		24		14		9		21		1		17		6		15		18		0		4		19		17		5		9		30		34		14		27
22		7		30		13		15		18		8		26		15		25		30		20		16		7		17		5		13		6		13		14		4		0		17		13		7		7		28		32		10		23
7		22		15		28		20		9		25		11		28		10		13		5		33		20		12		20		4		21		10		5		19		17		0		18		24		16		11		15		23		8
13		20		17		26		18		19		15		13		10		12		31		15		15		18		6		18		14		19		14		13		17		13		18		0		18		14		29		33		5		14
27		14		35		10		22		25		3		31		20		30		37		25		13		14		22		6		20		11		20		19		5		7		24		18		0		14		35		39		15		28
23		6		31		12		8		11		15		27		18		26		23		21		23		4		18		8		14		5		6		15		9		7		16		14		14		0		21		25		13		24
18		21		26		25		13		10		36		22		39		21		2		16		44		21		23		29		15		24		15		16		30		28		11		29		35		21		0		6		34		19
20		25		22		29		17		14		40		24		43		23		8		18		48		25		27		33		19		28		19		20		34		32		15		33		39		25		6		0		38		19
18		17		20		23		21		24		12		16		5		15		36		20		10		15		11		15		19		16		19		18		14		10		23		5		15		13		34		38		0		19
1		30		7		36		28		17		25		5		24		4		21		3		29		28		8		28		10		29		18		9		27		23		8		14		28		24		19		19		19		0
