30
0		25		38		14		33		34		7		15		8		30		14		30		12		33		29		43		33		27		29		10		34		25		26		4		16		11		10		13		15		18
25		0		13		31		8		11		18		20		21		11		11		21		13		24		14		18		8		18		6		15		25		4		17		29		21		14		15		22		20		21
38		13		0		44		5		12		31		33		34		10		24		30		26		25		15		5		9		19		9		28		26		13		22		42		34		27		28		25		23		20
14		31		44		0		39		40		13		11		10		36		20		16		18		23		35		49		39		25		35		16		20		31		22		10		10		17		16		27		25		26
33		8		5		39		0		7		26		28		29		15		19		25		21		20		10		10		4		14		4		23		21		8		17		37		29		22		23		26		24		25
34		11		12		40		7		0		27		29		30		22		20		26		22		17		5		9		3		15		5		24		22		9		18		38		30		23		24		33		31		32
7		18		31		13		26		27		0		12		5		23		7		27		5		30		22		36		26		24		22		7		31		18		23		11		13		4		3		16		14		15
15		20		33		11		28		29		12		0		7		25		9		15		13		18		24		38		28		14		24		5		19		20		11		11		1		8		13		28		26		27
8		21		34		10		29		30		5		7		0		26		10		22		8		25		25		39		29		19		25		6		26		21		18		8		8		7		6		21		19		20
30		11		10		36		15		22		23		25		26		0		16		32		18		35		25		13		19		29		17		20		36		15		28		34		26		19		20		17		15		12
14		11		24		20		19		20		7		9		10		16		0		20		8		23		15		29		19		17		15		4		24		11		16		18		10		3		8		23		21		22
30		21		30		16		25		26		27		15		22		32		20		0		28		9		21		35		25		11		21		20		4		17		8		26		14		23		28		43		41		42
12		13		26		18		21		22		5		13		8		18		8		28		0		31		21		31		21		25		17		8		32		13		24		16		14		5		2		15		13		14
33		24		25		23		20		17		30		18		25		35		23		9		31		0		12		26		16		6		18		23		5		20		7		29		17		26		31		46		44		45
29		14		15		35		10		5		22		24		25		25		15		21		21		12		0		14		6		10		8		19		17		10		13		33		25		18		21		36		34		35
43		18		5		49		10		9		36		38		39		13		29		35		31		26		14		0		10		24		14		33		31		18		27		47		39		32		33		30		28		25
33		8		9		39		4		3		26		28		29		19		19		25		21		16		6		10		0		14		4		23		21		8		17		37		29		22		23		30		28		29
27		18		19		25		14		15		24		14		19		29		17		11		25		6		10		24		14		0		12		17		7		14		3		23		15		20		25		40		38		39
29		6		9		35		4		5		22		24		25		17		15		21		17		18		8		14		4		12		0		19		19		4		13		33		25		18		19		28		26		27
10		15		28		16		23		24		7		5		6		20		4		20		8		23		19		33		23		17		19		0		24		15		16		14		6		3		8		23		21		22
34		25		26		20		21		22		31		19		26		36		24		4		32		5		17		31		21		7		19		24		0		21		8		30		18		27		32		47		45		46
25		4		13		31		8		9		18		20		21		15		11		17		13		20		10		18		8		14		4		15		21		0		13		29		21		14		15		26		24		25
26		17		22		22		17		18		23		11		18		28		16		8		24		7		13		27		17		3		13		16		8		13		0		22		12		19		24		39		37		38
4		29		42		10		37		38		11		11		8		34		18		26		16		29		33		47		37		23		33		14		30		29		22		0		12		15		14		17		19		22
16		21		34		10		29		30		13		1		8		26		10		14		14		17		25		39		29		15		25		6		18		21		12		12		0		9		14		29		27		28
11		14		27		17		22		23		4		8		7		19		3		23		5		26		18		32		22		20		18		3		27		14		19		15		9		0		5		20		18		19
10		15		28		16		23		24		3		13		6		20		8		28		2		31		21		33		23		25		19		8		32		15		24		14		14		5		0		15		13		14
13		22		25		27		26		33		16		28		21		17		23		43		15		46		36		30		30		40		28		23		47		26		39		17		29		20		15		0		2		5
15		20		23		25		24		31		14		26		19		15		21		41		13		44		34		28		28		38		26		21		45		24		37		19		27		18		13		2		0		3
18		21		20		26		25		32		15		27		20		12		22		42		14		45		35		25		29		39		27		22		46		25		38		22		28		19		14		5		3		0
