30
0		11		35		27		16		38		21		7		21		33		21		12		4		10		31		36		32		25		24		16		36		33		29		30		41		8		10		28		2		23
11		0		24		24		9		27		12		6		18		22		10		19		9		5		20		25		21		14		13		19		25		22		18		19		30		11		19		17		13		12
35		24		0		26		19		3		22		28		20		14		14		23		33		29		6		11		3		16		11		21		3		20		10		5		8		35		27		11		37		12
27		24		26		0		15		25		36		20		6		12		26		15		25		25		20		15		25		10		33		11		23		6		36		25		18		27		19		37		29		34
16		9		19		15		0		22		21		9		9		17		11		10		14		10		15		20		16		9		18		10		20		17		21		14		25		16		10		22		18		19
38		27		3		25		22		0		25		31		19		13		17		26		36		32		7		10		6		15		14		22		2		19		11		8		7		38		30		12		40		15
21		12		22		36		21		25		0		18		30		24		10		31		17		11		18		23		19		26		11		31		23		30		16		17		28		13		31		15		23		10
7		6		28		20		9		31		18		0		14		26		14		13		5		7		24		29		25		18		17		13		29		26		22		23		34		7		13		21		9		16
21		18		20		6		9		19		30		14		0		12		20		9		19		19		14		15		19		4		27		5		17		12		30		19		20		21		13		31		23		28
33		22		14		12		17		13		24		26		12		0		14		21		31		27		8		3		13		8		21		17		11		6		24		13		8		33		25		25		35		22
21		10		14		26		11		17		10		14		20		14		0		21		19		15		10		15		11		16		7		21		15		20		10		9		20		21		21		11		23		8
12		19		23		15		10		26		31		13		9		21		21		0		14		20		19		24		20		13		28		4		24		21		31		20		29		18		4		32		14		29
4		9		33		25		14		36		17		5		19		31		19		14		0		6		29		34		30		23		22		14		34		31		27		28		39		4		14		26		6		21
10		5		29		25		10		32		11		7		19		27		15		20		6		0		25		30		26		19		18		20		30		27		23		24		35		6		20		22		12		17
31		20		6		20		15		7		18		24		14		8		10		19		29		25		0		5		5		10		13		15		5		14		16		5		10		31		23		17		33		14
36		25		11		15		20		10		23		29		15		3		15		24		34		30		5		0		10		11		18		20		8		9		21		10		5		36		28		22		38		19
32		21		3		25		16		6		19		25		19		13		11		20		30		26		5		10		0		15		8		20		4		19		11		2		9		32		24		12		34		9
25		14		16		10		9		15		26		18		4		8		16		13		23		19		10		11		15		0		23		9		13		8		26		15		16		25		17		27		27		24
24		13		11		33		18		14		11		17		27		21		7		28		22		18		13		18		8		23		0		28		12		27		5		8		17		24		28		4		26		1
16		19		21		11		10		22		31		13		5		17		21		4		14		20		15		20		20		9		28		0		20		17		31		20		25		18		8		32		18		29
36		25		3		23		20		2		23		29		17		11		15		24		34		30		5		8		4		13		12		20		0		17		13		6		5		36		28		14		38		13
33		22		20		6		17		19		30		26		12		6		20		21		31		27		14		9		19		8		27		17		17		0		30		19		12		33		25		31		35		28
29		18		10		36		21		11		16		22		30		24		10		31		27		23		16		21		11		26		5		31		13		30		0		11		18		29		31		1		31		6
30		19		5		25		14		8		17		23		19		13		9		20		28		24		5		10		2		15		8		20		6		19		11		0		11		30		22		12		32		9
41		30		8		18		25		7		28		34		20		8		20		29		39		35		10		5		9		16		17		25		5		12		18		11		0		41		33		19		43		18
8		11		35		27		16		38		13		7		21		33		21		18		4		6		31		36		32		25		24		18		36		33		29		30		41		0		18		28		10		23
10		19		27		19		10		30		31		13		13		25		21		4		14		20		23		28		24		17		28		8		28		25		31		22		33		18		0		32		10		29
28		17		11		37		22		12		15		21		31		25		11		32		26		22		17		22		12		27		4		32		14		31		1		12		19		28		32		0		30		5
2		13		37		29		18		40		23		9		23		35		23		14		6		12		33		38		34		27		26		18		38		35		31		32		43		10		10		30		0		25
23		12		12		34		19		15		10		16		28		22		8		29		21		17		14		19		9		24		1		29		13		28		6		9		18		23		29		5		25		0
