60
0		7		50		54		70		16		36		64		40		25		31		51		56		50		63		24		49		30		18		25		68		51		71		21		53		79		44		52		70		15		5		62		35		47		11		29		60		40		13		54		49		43		12		59		47		35		56		15		61		83		11		36		72		45		36		51		47		79		67		63
7		0		47		51		67		23		33		61		37		22		28		58		53		47		60		31		42		35		15		22		65		48		68		28		50		76		41		59		67		18		4		69		32		44		14		26		57		37		20		61		46		40		19		56		40		28		63		8		58		80		8		33		69		42		29		44		54		76		64		60
50		47		0		16		50		50		14		32		56		29		19		85		68		46		59		58		15		62		32		43		18		71		33		55		41		29		40		86		44		65		45		96		55		17		41		43		18		26		47		88		57		9		58		11		13		27		90		43		15		33		39		28		62		11		22		17		81		45		61		47
54		51		16		0		34		54		18		16		40		29		23		69		52		30		43		42		31		46		36		29		14		55		17		55		25		25		24		70		28		69		49		80		39		7		43		27		6		14		41		72		41		11		62		5		29		31		74		47		7		29		43		18		46		27		26		33		65		29		45		31
70		67		50		34		0		70		50		18		30		45		39		47		18		20		9		50		65		40		52		45		36		21		17		71		17		25		26		36		6		85		65		46		35		33		59		41		32		30		57		38		21		41		78		39		63		51		40		63		35		21		59		34		12		61		52		67		37		9		11		7
16		23		50		54		70		0		50		64		40		25		35		35		56		50		63		20		65		30		20		25		68		51		71		5		53		79		44		52		70		15		19		46		35		47		11		29		60		40		13		40		49		43		8		59		63		51		50		31		61		83		19		36		72		61		52		67		33		79		67		63
36		33		14		18		50		50		0		32		56		29		15		85		68		46		59		58		15		62		30		43		32		71		35		55		41		43		40		86		44		51		31		96		55		17		41		43		24		26		47		88		57		9		46		23		13		13		90		29		25		47		31		28		62		11		8		17		81		45		61		47
64		61		32		16		18		64		32		0		24		39		33		53		36		14		27		44		47		34		46		39		18		39		7		65		11		15		20		54		12		79		59		64		29		17		53		35		14		24		51		56		25		23		72		21		45		41		58		57		17		19		53		28		30		43		36		49		49		15		29		15
40		37		56		40		30		40		56		24		0		27		41		29		16		10		23		20		71		10		26		15		42		15		31		41		15		39		16		30		30		55		35		40		5		39		29		13		38		30		27		32		9		47		48		45		69		57		34		37		41		43		29		28		32		67		58		73		25		39		27		23
25		22		29		29		45		25		29		39		27		0		14		56		39		25		38		29		44		33		7		14		43		42		46		26		28		54		19		57		45		40		20		67		26		22		14		14		35		15		18		59		28		20		33		34		42		30		61		18		36		58		14		11		47		40		31		46		52		54		42		38
31		28		19		23		39		35		15		33		41		14		0		70		53		31		44		43		30		47		15		28		37		56		40		40		26		48		25		71		39		46		26		81		40		16		26		28		29		11		32		73		42		12		39		28		28		16		75		24		30		52		20		13		47		26		17		32		66		48		46		32
51		58		85		69		47		35		85		53		29		56		70		0		33		39		40		27		100		23		55		42		71		28		52		30		44		60		45		29		47		44		54		21		30		68		44		42		67		59		38		17		28		76		39		74		98		86		27		66		70		60		54		57		49		96		87		102		10		56		44		40
56		53		68		52		18		56		68		36		16		39		53		33		0		22		9		36		83		26		38		31		54		5		35		57		27		43		28		18		24		71		51		28		21		51		45		27		50		42		43		20		11		59		64		57		81		69		22		49		53		39		45		40		16		79		70		85		23		23		11		21
50		47		46		30		20		50		46		14		10		25		31		39		22		0		13		30		61		20		32		25		32		25		21		51		5		29		6		40		20		65		45		50		15		29		39		21		28		20		37		42		11		37		58		35		59		47		44		43		31		33		39		18		22		57		48		63		35		29		17		13
63		60		59		43		9		63		59		27		23		38		44		40		9		13		0		43		74		33		45		38		45		12		26		64		18		34		19		27		15		78		58		37		28		42		52		34		41		33		50		29		14		50		71		48		72		60		31		56		44		30		52		31		9		70		61		76		30		16		4		12
24		31		58		42		50		20		58		44		20		29		43		27		36		30		43		0		73		10		28		15		48		31		51		21		33		59		24		32		50		35		27		38		15		41		17		15		40		32		11		30		29		49		28		47		71		59		32		39		43		63		27		30		52		69		60		75		23		59		47		43
