40
0		46		4		32		16		22		13		51		16		43		6		9		37		8		6		1		30		21		24		14		13		38		24		16		6		22		30		12		22		34		15		9		33		31		23		33		10		9		37		9
46		0		50		18		30		24		39		5		34		33		44		55		9		38		52		47		46		25		22		36		59		8		22		44		48		32		40		34		54		42		43		37		25		15		23		23		50		47		9		39
4		50		0		36		20		26		11		55		16		41		6		5		41		12		8		3		28		25		28		16		9		42		28		18		8		26		32		16		20		32		13		13		31		35		27		33		8		11		41		11
32		18		36		0		36		24		25		21		20		17		30		41		21		24		38		33		32		37		32		42		45		20		36		44		34		50		58		28		40		28		29		29		11		27		13		5		36		37		11		37
16		30		20		36		0		12		21		35		24		51		14		25		21		12		22		17		38		5		8		6		29		22		8		14		18		14		22		8		30		42		23		7		41		15		23		41		20		17		25		9
22		24		26		24		12		0		15		29		12		39		20		31		15		14		28		23		26		13		8		18		35		16		12		20		24		26		34		10		30		30		19		13		29		9		11		29		26		23		15		15
13		39		11		25		21		15		0		44		5		30		7		16		30		9		19		14		17		22		17		27		20		31		21		29		19		35		43		13		15		21		4		14		20		24		16		22		11		22		30		22
51		5		55		21		35		29		44		0		39		36		49		60		14		43		57		52		51		30		27		41		64		13		27		49		53		29		37		39		59		47		48		42		30		20		28		26		55		52		14		44
16		34		16		20		24		12		5		39		0		27		10		21		25		12		22		17		14		25		20		30		25		26		24		32		22		38		46		16		20		18		9		17		17		19		11		17		16		25		25		25
43		33		41		17		51		39		30		36		27		0		37		36		36		39		49		44		15		52		47		57		42		35		51		59		49		65		73		43		23		11		28		44		10		42		28		14		33		52		26		52
6		44		6		30		14		20		7		49		10		37		0		11		35		6		12		7		24		19		22		20		15		36		22		22		12		28		36		10		16		28		9		7		27		29		21		27		6		15		35		15
9		55		5		41		25		31		16		60		21		36		11		0		46		17		13		8		23		30		33		21		6		47		33		23		13		31		37		21		15		27		12		18		30		40		32		38		5		16		46		16
37		9		41		21		21		15		30		14		25		36		35		46		0		29		43		38		37		16		13		27		50		1		15		35		39		29		37		25		45		33		34		28		26		6		14		26		41		38		10		30
8		38		12		24		12		14		9		43		12		39		6		17		29		0		14		9		26		13		16		18		21		30		16		20		10		26		34		4		18		30		11		5		29		23		15		29		12		13		29		13
6		52		8		38		22		28		19		57		22		49		12		13		43		14		0		5		36		27		30		16		7		44		30		10		4		28		24		18		28		40		21		15		39		37		29		39		16		5		43		13
1		47		3		33		17		23		14		52		17		44		7		8		38		9		5		0		31		22		25		13		12		39		25		15		5		23		29		13		23		35		16		10		34		32		24		34		11		8		38		8
30		46		28		32		38		26		17		51		14		15		24		23		37		26		36		31		0		39		34		44		29		38		38		46		36		52		60		30		8		4		15		31		21		31		23		29		20		39		37		39
21		25		25		37		5		13		22		30		25		52		19		30		16		13		27		22		39		0		5		11		34		17		3		19		23		13		21		9		31		43		24		12		42		10		24		42		25		22		26		14
24		22		28		32		8		8		17		27		20		47		22		33		13		16		30		25		34		5		0		14		37		14		4		22		26		18		26		12		32		38		21		15		37		7		19		37		28		25		21		17
14		36		16		42		6		18		27		41		30		57		20		21		27		18		16		13		44		11		14		0		23		28		14		8		12		12		16		14		36		48		29		13		47		21		29		47		24		11		31		5
13		59		9		45		29		35		20		64		25		42		15		6		50		21		7		12		29		34		37		23		0		51		37		17		11		35		31		25		21		33		16		22		34		44		36		42		9		12		50		20
38		8		42		20		22		16		31		13		26		35		36		47		1		30		44		39		38		17		14		28		51		0		16		36		40		30		38		26		46		34		35		29		25		7		15		25		42		39		9		31
24		22		28		36		8		12		21		27		24		51		22		33		15		16		30		25		38		3		4		14		37		16		0		22		26		14		22		12		32		42		23		15		41		9		23		41		28		25		25		17
16		44		18		44		14		20		29		49		32		59		22		23		35		20		10		15		46		19		22		8		17		36		22		0		10		20		14		16		38		50		31		15		49		29		31		49		26		7		35		7
6		48		8		34		18		24		19		53		22		49		12		13		39		10		4		5		36		23		26		12		11		40		26		10		0		24		24		14		28		40		21		11		39		33		25		39		16		3		39		9
22		32		26		50		14		26		35		29		38		65		28		31		29		26		28		23		52		13		18		12		35		30		14		20		24		0		8		22		44		56		37		21		55		23		37		55		32		23		39		15
30		40		32		58		22		34		43		37		46		73		36		37		37		34		24		29		60		21		26		16		31		38		22		14		24		8		0		30		52		64		45		29		63		31		45		63		40		21		47		21
12		34		16		28		8		10		13		39		16		43		10		21		25		4		18		13		30		9		12		14		25		26		12		16		14		22		30		0		22		34		15		3		33		19		15		33		16		13		25		9
22		54		20		40		30		30		15		59		20		23		16		15		45		18		28		23		8		31		32		36		21		46		32		38		28		44		52		22		0		12		11		23		29		39		31		37		12		31		45		31
34		42		32		28		42		30		21		47		18		11		28		27		33		30		40		35		4		43		38		48		33		34		42		50		40		56		64		34		12		0		19		35		17		33		19		25		24		43		33		43
15		43		13		29		23		19		4		48		9		28		9		12		34		11		21		16		15		24		21		29		16		35		23		31		21		37		45		15		11		19		0		16		18		28		20		26		7		24		34		24
9		37		13		29		7		13		14		42		17		44		7		18		28		5		15		10		31		12		15		13		22		29		15		15		11		21		29		3		23		35		16		0		34		22		16		34		13		10		28		8
33		25		31		11		41		29		20		30		17		10		27		30		26		29		39		34		21		42		37		47		34		25		41		49		39		55		63		33		29		17		18		34		0		32		18		8		25		42		16		42
31		15		35		27		15		9		24		20		19		42		29		40		6		23		37		32		31		10		7		21		44		7		9		29		33		23		31		19		39		33		28		22		32		0		14		32		35		32		16		24
23		23		27		13		23		11		16		28		11		28		21		32		14		15		29		24		23		24		19		29		36		15		23		31		25		37		45		15		31		19		20		16		18		14		0		18		27		24		14		24
33		23		33		5		41		29		22		26		17		14		27		38		26		29		39		34		29		42		37		47		42		25		41		49		39		55		63		33		37		25		26		34		8		32		18		0		33		42		16		42
10		50		8		36		20		26		11		55		16		33		6		5		41		12		16		11		20		25		28		24		9		42		28		26		16		32		40		16		12		24		7		13		25		35		27		33		0		19		41		19
9		47		11		37		17		23		22		52		25		52		15		16		38		13		5		8		39		22		25		11		12		39		25		7		3		23		21		13		31		43		24		10		42		32		24		42		19		0		38		8
37		9		41		11		25		15		30		14		25		26		35		46		10		29		43		38		37		26		21		31		50		9		25		35		39		39		47		25		45		33		34		28		16		16		14		16		41		38		0		30
9		39		11		37		9		15		22		44		25		52		15		16		30		13		13		8		39		14		17		5		20		31		17		7		9		15		21		9		31		43		24		8		42		24		24		42		19		8		30		0
