70
0		71		44		79		77		27		42		35		51		39		23		13		33		24		55		35		63		53		27		46		52		76		30		43		72		25		40		39		42		22		42		19		23		48		20		23		54		72		34		30		27		15		30		31		22		7		22		17		57		64		33		46		47		70		13		33		62		55		24		57		47		63		33		23		48		24		51		66		18		18
71		0		57		12		14		56		69		62		20		60		74		66		86		91		44		52		8		52		98		25		57		23		101		70		53		96		31		38		65		59		69		52		52		53		57		48		17		25		67		101		58		78		91		102		75		68		93		82		50		53		54		117		32		1		58		38		51		16		95		62		24		60		104		50		29		85		78		39		77		85
44		57		0		65		63		17		86		79		37		77		21		31		29		34		13		69		49		69		41		32		74		62		54		87		28		51		26		55		8		66		86		59		67		70		64		65		40		58		78		44		71		29		34		45		66		51		36		27		13		20		71		60		25		56		43		25		18		41		60		13		33		19		47		67		46		68		95		22		62		62
79		12		65		0		2		64		57		52		28		48		82		74		94		99		52		44		16		40		106		33		45		11		109		58		61		104		39		40		73		67		69		60		60		41		65		56		25		13		75		109		66		86		99		110		83		76		101		90		58		61		46		125		40		11		66		46		59		26		103		70		32		68		112		58		31		93		66		51		85		93
77		14		63		2		0		62		55		50		26		46		80		72		92		97		50		42		14		38		104		31		43		9		107		56		59		102		37		38		71		65		67		58		58		39		63		54		23		11		73		107		64		84		97		108		81		74		99		88		56		59		44		123		38		13		64		44		57		28		101		68		30		66		110		56		29		91		64		53		83		91
27		56		17		64		62		0		69		62		36		60		18		14		30		35		28		52		48		52		42		31		57		61		45		70		45		40		25		38		15		49		69		42		50		53		47		48		39		57		61		45		54		22		35		46		49		34		37		26		30		37		54		61		24		55		26		18		35		40		43		30		32		36		48		50		33		51		78		39		45		45
42		69		86		57		55		69		0		7		67		15		65		55		75		66		97		17		63		29		61		76		28		52		54		3		114		49		64		31		84		20		14		27		19		24		22		21		52		48		20		68		15		57		72		55		28		35		62		59		99		106		15		70		89		68		43		61		104		83		48		99		59		105		57		19		40		38		9		108		30		38
35		62		79		52		50		62		7		0		60		12		58		48		68		59		90		10		56		26		54		69		25		49		57		8		107		52		57		24		77		15		17		20		12		21		15		14		45		45		23		61		14		50		65		58		31		28		55		52		92		99		8		73		82		61		36		54		97		76		51		92		52		98		60		12		33		41		16		101		33		41
51		20		37		28		26		36		67		60		0		58		54		46		66		71		30		50		12		50		78		9		55		25		81		68		47		76		11		36		45		47		67		40		48		51		45		46		15		23		59		81		52		58		71		82		55		48		73		62		32		39		52		97		22		19		38		18		37		16		75		42		8		40		84		48		27		65		76		41		57		65
39		60		77		48		46		60		15		12		58		0		56		46		66		59		88		8		54		14		66		67		13		37		69		18		105		64		55		22		75		27		29		20		20		9		25		16		43		35		35		69		26		48		63		70		43		36		61		50		90		97		6		85		80		59		34		52		95		74		63		90		50		96		72		18		31		53		18		99		45		53
23		74		21		82		80		18		65		58		54		56		0		10		12		17		32		48		66		56		24		49		55		79		33		66		49		30		43		42		19		45		65		38		46		51		43		44		57		75		57		27		50		8		17		28		45		30		19		8		34		41		50		43		42		73		22		36		39		58		39		34		50		40		30		46		51		47		74		43		41		41
13		66		31		74		72		14		55		48		46		46		10		0		20		25		42		38		58		48		32		41		47		71		35		56		59		30		35		34		29		35		55		28		36		43		33		34		49		67		47		35		40		12		25		36		35		20		27		16		44		51		40		51		34		65		12		28		49		50		29		44		42		50		38		36		43		37		64		53		31		31
33		86		29		94		92		30		75		68		66		66		12		20		0		9		42		58		78		68		14		61		67		91		43		76		39		40		55		54		21		55		75		48		56		63		53		54		69		87		67		15		60		18		5		20		55		40		13		16		36		33		60		31		54		85		32		48		35		70		49		24		62		30		30		56		63		57		84		47		51		51
24		91		34		99		97		35		66		59		71		59		17		25		9		0		47		55		83		73		7		66		72		96		34		67		48		31		60		59		26		46		66		39		47		68		44		45		74		92		58		10		51		13		6		11		46		31		4		9		41		40		53		26		59		90		33		53		40		75		40		33		67		39		21		47		68		48		75		52		42		42
55		44		13		52		50		28		97		90		30		88		32		42		42		47		0		80		36		80		54		21		85		51		65		98		17		62		33		66		21		77		97		70		78		81		75		76		45		53		89		57		82		40		47		58		77		62		49		38		6		9		82		73		12		43		54		36		7		28		71		18		38		16		60		78		57		79		106		11		73		73
35		52		69		44		42		52		17		10		50		8		48		38		58		55		80		0		46		18		62		59		17		41		65		18		97		60		47		14		67		23		25		16		16		13		21		12		35		37		31		65		22		42		55		66		39		32		57		46		82		89		2		81		72		51		26		44		87		66		59		82		42		88		68		14		23		49		26		91		41		49
63		8		49		16		14		48		63		56		12		54		66		58		78		83		36		46		0		46		90		17		51		17		93		64		51		88		23		32		57		51		63		44		44		47		49		42		11		19		59		93		50		70		83		94		67		60		85		74		42		45		48		109		26		7		50		30		43		20		87		54		16		52		96		44		23		77		72		45		69		77
53		52		69		40		38		52		29		26		50		14		56		48		68		73		80		18		46		0		80		59		5		29		83		32		97		78		47		14		67		41		43		34		34		5		39		30		35		27		49		83		40		60		73		84		57		50		75		64		82		89		20		99		72		51		40		44		87		66		77		82		42		88		86		32		23		67		30		91		59		67
