70
0		16		95		19		29		39		29		18		40		41		25		63		94		41		41		4		75		9		40		56		79		21		71		33		93		7		52		66		66		11		23		56		51		90		72		42		76		65		28		12		28		57		6		71		1		73		29		85		71		10		35		37		21		40		65		23		65		10		56		45		63		76		67		74		38		52		66		24		51		62
16		0		93		11		31		55		27		20		30		39		23		61		92		31		39		12		73		25		38		54		77		19		69		47		91		23		68		50		50		13		7		54		49		88		56		26		74		63		44		10		26		55		18		69		15		71		13		83		69		8		31		21		19		56		49		31		63		8		54		61		57		74		65		72		36		50		50		14		55		60
95		93		0		82		66		64		66		113		63		54		70		40		1		62		54		95		24		90		55		39		16		112		24		62		24		98		73		45		61		106		94		39		44		25		51		71		19		30		81		83		67		38		101		24		96		28		94		26		24		85		62		78		74		63		60		72		46		85		55		66		42		19		36		21		57		43		63		79		60		33
19		11		82		0		34		58		28		31		21		28		12		50		81		22		28		15		62		28		27		43		66		30		58		50		80		26		71		47		47		24		12		43		38		77		53		23		63		52		47		9		19		44		21		58		18		60		12		72		58		9		20		18		10		59		46		34		52		11		53		64		46		63		54		61		37		39		47		5		58		49
29		31		66		34		0		24		6		47		55		38		40		34		65		56		44		29		46		24		13		41		50		46		60		16		64		32		37		81		81		40		38		27		22		61		87		57		47		38		15		25		15		28		35		42		30		44		44		56		44		25		50		52		24		25		80		6		36		23		27		30		78		55		38		45		9		53		81		39		24		33
39		55		64		58		24		0		30		55		79		62		64		32		63		80		68		43		44		30		37		65		60		60		84		8		62		34		13		105		105		50		62		49		46		59		111		81		45		62		17		49		39		28		37		40		40		42		68		54		68		49		74		76		48		1		104		24		34		47		25		10		102		79		36		47		21		77		105		63		20		39
29		27		66		28		6		30		0		47		49		32		34		34		65		50		38		29		46		24		11		35		50		46		54		22		64		32		43		75		75		40		32		27		22		61		81		51		47		36		19		19		9		28		35		42		30		44		38		56		42		19		44		46		18		31		74		6		36		19		27		36		72		49		38		45		9		47		75		33		30		33
18		20		113		31		47		55		47		0		50		59		43		81		112		51		59		18		93		25		58		74		97		5		89		51		111		23		68		68		52		7		19		74		69		108		66		42		94		83		44		30		46		75		18		89		17		91		19		103		89		28		51		35		39		56		53		41		83		28		74		61		77		94		85		92		56		70		50		34		69		80
40		30		63		21		55		79		49		50		0		17		15		59		62		1		11		36		43		49		42		24		47		49		39		71		61		47		92		26		26		43		31		30		33		58		32		8		44		33		68		30		40		51		42		39		39		47		31		53		39		30		5		15		31		80		25		55		65		32		74		85		27		44		55		42		58		20		26		16		79		40
41		39		54		28		38		62		32		59		17		0		16		42		53		18		6		41		34		36		25		15		38		58		30		54		52		44		75		43		43		52		40		15		16		49		49		19		35		24		51		29		23		34		47		30		42		32		40		44		30		31		12		24		20		63		42		38		48		31		57		68		40		35		38		33		41		15		43		25		62		23
