20
0		9		9		12		19		23		22		17		16		5		13		14		21		1		15		26		11		23		5		10
9		0		10		21		12		18		31		12		7		14		22		23		30		10		24		17		20		32		14		19
9		10		0		11		10		14		21		8		7		10		12		13		20		10		14		17		10		22		14		9
12		21		11		0		9		11		10		9		16		13		7		12		9		13		3		14		11		11		17		2
19		12		10		9		0		6		19		2		7		20		14		19		18		20		12		7		18		20		24		9
23		18		14		11		6		0		13		6		13		24		18		23		14		24		12		5		22		14		28		13
22		31		21		10		19		13		0		19		26		17		9		10		1		23		7		18		11		1		21		12
17		12		8		9		2		6		19		0		7		18		12		17		18		18		12		9		16		20		22		7
16		7		7		16		7		13		26		7		0		17		17		18		25		17		19		10		15		27		21		14
5		14		10		13		20		24		17		18		17		0		8		9		16		6		12		27		6		18		4		11
13		22		12		7		14		18		9		12		17		8		0		5		8		14		6		21		4		10		12		5
14		23		13		12		19		23		10		17		18		9		5		0		9		15		11		26		3		11		13		10
21		30		20		9		18		14		1		18		25		16		8		9		0		22		6		17		10		2		20		11
1		10		10		13		20		24		23		18		17		6		14		15		22		0		16		27		12		24		4		11
15		24		14		3		12		12		7		12		19		12		6		11		6		16		0		15		10		8		16		5
26		17		17		14		7		5		18		9		10		27		21		26		17		27		15		0		25		19		31		16
11		20		10		11		18		22		11		16		15		6		4		3		10		12		10		25		0		12		10		9
23		32		22		11		20		14		1		20		27		18		10		11		2		24		8		19		12		0		22		13
5		14		14		17		24		28		21		22		21		4		12		13		20		4		16		31		10		22		0		15
10		19		9		2		9		13		12		7		14		11		5		10		11		11		5		16		9		13		15		0
