20
0		14		6		17		7		18		16		16		8		19		23		17		10		10		17		3		17		22		21		14
14		0		12		15		13		4		6		10		6		9		9		3		4		8		11		15		21		8		7		8
6		12		0		15		1		16		14		12		6		17		21		15		8		8		13		3		21		20		19		10
17		15		15		0		16		15		21		25		17		24		8		12		19		7		26		18		6		21		20		23
7		13		1		16		0		17		15		13		7		18		22		16		9		9		14		4		22		21		20		11
18		4		16		15		17		0		6		10		10		9		7		3		8		8		11		19		21		6		5		8
16		6		14		21		15		6		0		4		8		3		13		9		6		14		5		17		27		6		5		4
16		10		12		25		13		10		4		0		8		5		17		13		6		18		1		15		31		8		7		2
8		6		6		17		7		10		8		8		0		11		15		9		2		10		9		9		23		14		13		6
19		9		17		24		18		9		3		5		11		0		16		12		9		17		4		20		30		3		4		7
23		9		21		8		22		7		13		17		15		16		0		6		13		13		18		24		14		13		12		15
17		3		15		12		16		3		9		13		9		12		6		0		7		7		14		18		18		9		8		11
10		4		8		19		9		8		6		6		2		9		13		7		0		12		7		11		25		12		11		4
10		8		8		7		9		8		14		18		10		17		13		7		12		0		19		11		13		14		13		16
17		11		13		26		14		11		5		1		9		4		18		14		7		19		0		16		32		7		6		3
3		15		3		18		4		19		17		15		9		20		24		18		11		11		16		0		18		23		22		13
17		21		21		6		22		21		27		31		23		30		14		18		25		13		32		18		0		27		26		29
22		8		20		21		21		6		6		8		14		3		13		9		12		14		7		23		27		0		1		10
21		7		19		20		20		5		5		7		13		4		12		8		11		13		6		22		26		1		0		9
14		8		10		23		11		8		4		2		6		7		15		11		4		16		3		13		29		10		9		0
