20
0		2		15		25		20		16		12		23		7		6		17		12		19		10		11		21		19		9		9		20
2		0		13		23		20		16		12		21		9		6		17		12		19		10		11		21		19		7		7		18
15		13		0		10		17		13		13		8		22		13		14		21		16		15		14		18		16		6		6		9
25		23		10		0		13		17		23		2		32		23		12		31		26		25		24		22		24		16		16		5
20		20		17		13		0		4		10		11		19		14		3		18		13		12		11		9		11		15		23		8
16		16		13		17		4		0		6		15		15		10		5		14		9		8		7		5		7		11		19		12
12		12		13		23		10		6		0		21		9		6		11		8		7		2		1		9		7		7		15		18
23		21		8		2		11		15		21		0		30		21		10		29		24		23		22		20		22		14		14		3
7		9		22		32		19		15		9		30		0		9		20		9		16		7		8		18		16		16		16		27
6		6		13		23		14		10		6		21		9		0		11		8		13		4		5		15		13		7		9		18
17		17		14		12		3		5		11		10		20		11		0		19		14		13		12		10		12		12		20		7
12		12		21		31		18		14		8		29		9		8		19		0		7		6		7		9		7		15		15		26
19		19		16		26		13		9		7		24		16		13		14		7		0		9		8		4		2		14		22		21
10		10		15		25		12		8		2		23		7		4		13		6		9		0		1		11		9		9		13		20
11		11		14		24		11		7		1		22		8		5		12		7		8		1		0		10		8		8		14		19
21		21		18		22		9		5		9		20		18		15		10		9		4		11		10		0		2		16		24		17
19		19		16		24		11		7		7		22		16		13		12		7		2		9		8		2		0		14		22		19
9		7		6		16		15		11		7		14		16		7		12		15		14		9		8		16		14		0		8		11
9		7		6		16		23		19		15		14		16		9		20		15		22		13		14		24		22		8		0		15
20		18		9		5		8		12		18		3		27		18		7		26		21		20		19		17		19		11		15		0
