20
0		7		9		6		3		25		4		12		12		8		10		22		2		14		16		9		14		15		17		10
7		0		6		3		8		22		3		19		19		5		3		19		5		13		11		6		11		12		14		11
9		6		0		5		10		16		9		21		21		3		5		13		7		15		7		2		13		6		10		13
6		3		5		0		5		19		6		16		16		2		6		16		4		10		12		3		8		9		11		8
3		8		10		5		0		22		5		11		11		7		11		19		3		11		17		8		11		14		14		7
25		22		16		19		22		0		25		19		21		17		21		3		23		11		11		16		11		10		8		15
4		3		9		6		5		25		0		16		16		8		6		22		2		14		14		9		14		15		17		10
12		19		21		16		11		19		16		0		2		18		22		18		14		8		28		19		8		25		11		8
12		19		21		16		11		21		16		2		0		18		22		18		14		10		28		19		10		25		13		8
8		5		3		2		7		17		8		18		18		0		4		14		6		12		10		1		10		7		9		10
10		3		5		6		11		21		6		22		22		4		0		18		8		16		10		5		14		11		13		14
22		19		13		16		19		3		22		18		18		14		18		0		20		12		10		13		10		7		7		12
2		5		7		4		3		23		2		14		14		6		8		20		0		12		14		7		12		13		15		8
14		13		15		10		11		11		14		8		10		12		16		12		12		0		22		13		2		19		5		4
16		11		7		12		17		11		14		28		28		10		10		10		14		22		0		9		20		3		17		20
9		6		2		3		8		16		9		19		19		1		5		13		7		13		9		0		11		6		8		11
14		11		13		8		11		11		14		8		10		10		14		10		12		2		20		11		0		17		3		4
15		12		6		9		14		10		15		25		25		7		11		7		13		19		3		6		17		0		14		17
17		14		10		11		14		8		17		11		13		9		13		7		15		5		17		8		3		14		0		7
10		11		13		8		7		15		10		8		8		10		14		12		8		4		20		11		4		17		7		0
