20
0		15		21		4		22		13		6		11		17		20		11		19		11		20		20		8		14		7		17		21
15		0		16		15		7		2		17		14		2		15		12		14		22		15		15		19		9		16		4		16
21		16		0		17		15		14		17		14		18		7		12		12		22		13		1		19		7		16		12		10
4		15		17		0		22		13		2		7		17		16		7		15		7		16		16		4		10		3		17		17
22		7		15		22		0		9		24		21		5		14		19		19		29		20		14		26		12		23		5		17
13		2		14		13		9		0		15		12		4		13		10		12		20		13		13		17		7		14		4		14
6		17		17		2		24		15		0		5		19		14		5		13		5		14		16		2		12		1		19		15
11		14		14		7		21		12		5		0		16		9		2		8		8		9		13		5		9		4		16		10
17		2		18		17		5		4		19		16		0		17		14		16		24		17		17		21		11		18		6		18
20		15		7		16		14		13		14		9		17		0		9		5		15		6		6		12		6		13		11		3
11		12		12		7		19		10		5		2		14		9		0		8		10		9		11		7		7		4		14		10
19		14		12		15		19		12		13		8		16		5		8		0		10		1		11		11		7		12		14		2
11		22		22		7		29		20		5		8		24		15		10		10		0		9		21		3		17		6		24		12
20		15		13		16		20		13		14		9		17		6		9		1		9		0		12		12		8		13		15		3
20		15		1		16		14		13		16		13		17		6		11		11		21		12		0		18		6		15		11		9
8		19		19		4		26		17		2		5		21		12		7		11		3		12		18		0		14		3		21		13
14		9		7		10		12		7		12		9		11		6		7		7		17		8		6		14		0		11		7		7
7		16		16		3		23		14		1		4		18		13		4		12		6		13		15		3		11		0		18		14
17		4		12		17		5		4		19		16		6		11		14		14		24		15		11		21		7		18		0		12
21		16		10		17		17		14		15		10		18		3		10		2		12		3		9		13		7		14		12		0
