20
0		5		16		12		8		10		14		9		4		7		12		6		4		8		7		11		5		9		21		4
5		0		17		11		3		5		19		10		7		12		13		7		9		13		10		12		6		6		22		5
16		17		0		28		18		14		20		7		12		13		6		10		20		20		11		13		21		11		7		12
12		11		28		0		10		14		12		21		16		17		24		18		8		8		19		23		7		17		33		16
8		3		18		10		0		4		22		11		10		15		14		8		12		16		13		15		9		7		23		6
10		5		14		14		4		0		24		7		12		17		10		4		14		18		15		17		11		3		19		8
14		19		20		12		22		24		0		23		12		7		14		20		10		6		9		13		13		23		23		16
9		10		7		21		11		7		23		0		11		16		9		3		13		17		14		16		14		4		12		7
4		7		12		16		10		12		12		11		0		5		8		8		8		8		3		7		9		11		17		4
7		12		13		17		15		17		7		16		5		0		7		13		9		9		2		6		10		16		16		9
12		13		6		24		14		10		14		9		8		7		0		6		16		16		5		7		17		9		9		8
6		7		10		18		8		4		20		3		8		13		6		0		10		14		11		13		11		3		15		4
4		9		20		8		12		14		10		13		8		9		16		10		0		4		11		15		3		13		25		8
8		13		20		8		16		18		6		17		8		9		16		14		4		0		11		15		7		17		25		10
7		10		11		19		13		15		9		14		3		2		5		11		11		11		0		4		12		14		14		7
11		12		13		23		15		17		13		16		7		6		7		13		15		15		4		0		16		16		10		9
5		6		21		7		9		11		13		14		9		10		17		11		3		7		12		16		0		10		26		9
9		6		11		17		7		3		23		4		11		16		9		3		13		17		14		16		10		0		16		7
21		22		7		33		23		19		23		12		17		16		9		15		25		25		14		10		26		16		0		17
4		5		12		16		6		8		16		7		4		9		8		4		8		10		7		9		9		7		17		0
