20
0		12		22		10		13		21		12		9		8		9		5		5		11		11		5		6		14		4		13		17
12		0		20		14		21		19		10		3		8		15		15		17		21		1		15		10		12		14		7		17
22		20		0		12		15		7		10		19		14		13		17		21		15		21		27		28		8		18		13		11
10		14		12		0		7		11		4		11		6		1		5		9		7		13		15		16		4		6		15		7
13		21		15		7		0		8		11		18		13		6		8		12		2		20		18		19		9		9		22		4
21		19		7		11		8		0		9		18		13		12		16		20		10		20		26		27		7		17		14		4
12		10		10		4		11		9		0		9		4		5		7		11		11		11		17		18		2		8		11		7
9		3		19		11		18		18		9		0		5		12		12		14		18		2		12		9		11		11		6		14
8		8		14		6		13		13		4		5		0		7		7		9		13		7		13		14		6		6		9		9
9		15		13		1		6		12		5		12		7		0		4		8		6		14		14		15		5		5		16		8
5		15		17		5		8		16		7		12		7		4		0		4		6		14		10		11		9		1		16		12
5		17		21		9		12		20		11		14		9		8		4		0		10		16		6		7		13		3		18		16
11		21		15		7		2		10		11		18		13		6		6		10		0		20		16		17		9		7		22		6
11		1		21		13		20		20		11		2		7		14		14		16		20		0		14		9		13		13		8		16
5		15		27		15		18		26		17		12		13		14		10		6		16		14		0		5		19		9		16		22
6		10		28		16		19		27		18		9		14		15		11		7		17		9		5		0		20		10		15		23
14		12		8		4		9		7		2		11		6		5		9		13		9		13		19		20		0		10		13		5
4		14		18		6		9		17		8		11		6		5		1		3		7		13		9		10		10		0		15		13
13		7		13		15		22		14		11		6		9		16		16		18		22		8		16		15		13		15		0		18
17		17		11		7		4		4		7		14		9		8		12		16		6		16		22		23		5		13		18		0
