70
0		65		56		33		88		15		11		55		48		32		39		23		7		66		73		38		49		16		61		36		52		4		38		43		54		64		33		26		80		92		28		36		75		29		17		58		14		24		73		71		60		29		14		28		30		39		46		25		63		40		62		34		49		24		49		38		33		10		48		20		71		40		32		25		55		68		40		47		82		41
65		0		27		92		23		80		54		16		17		59		60		88		68		7		48		29		34		49		40		49		43		63		57		62		11		47		44		45		15		27		41		45		10		58		48		15		51		53		8		32		59		58		79		65		95		86		49		90		34		79		33		63		46		41		38		37		50		55		21		63		14		29		97		90		10		39		25		34		53		24
56		27		0		73		42		61		67		11		42		86		87		69		49		34		29		56		15		40		21		76		70		52		84		43		32		28		25		30		34		46		28		26		29		39		47		12		52		80		27		59		40		85		60		46		76		67		76		71		61		60		6		90		27		56		65		18		31		52		48		44		41		16		78		71		19		12		20		15		26		19
33		92		73		0		115		30		44		82		75		63		66		10		26		93		44		65		58		43		52		63		79		29		65		30		81		45		48		47		107		119		51		47		102		34		44		85		41		57		100		98		33		62		27		27		11		6		73		22		90		13		73		67		46		51		76		55		42		37		75		29		98		63		11		8		82		67		67		58		57		68
88		23		42		115		0		103		77		33		40		58		59		111		91		22		71		50		57		72		63		52		42		86		56		85		34		70		67		68		8		4		64		68		13		81		71		30		74		64		15		31		82		59		102		88		118		109		48		113		33		102		42		64		69		64		39		60		73		78		40		86		17		52		120		113		33		48		48		57		58		47
15		80		61		30		103		0		26		70		63		47		54		20		12		81		70		53		46		31		58		51		67		17		53		40		69		61		36		35		95		107		39		35		90		26		32		73		29		39		88		86		57		44		3		25		19		36		61		10		78		37		61		39		46		39		64		43		30		25		63		17		86		51		19		22		70		65		55		46		79		56
11		54		67		44		77		26		0		56		37		21		28		34		18		55		84		27		60		27		72		25		41		15		27		54		43		75		44		37		69		81		39		47		64		40		20		55		15		13		62		60		71		18		25		39		41		50		35		36		52		51		73		23		60		13		38		49		44		15		37		31		60		51		43		36		48		79		47		58		93		48
55		16		11		82		33		70		56		0		31		75		76		78		58		23		38		45		24		39		30		65		59		53		73		52		21		37		34		35		25		37		31		35		20		48		38		3		41		69		18		48		49		74		69		55		85		76		65		80		50		69		17		79		36		45		54		27		40		45		37		53		30		19		87		80		8		23		15		24		37		14
48		17		42		75		40		63		37		31		0		44		45		71		51		18		59		14		35		32		47		34		28		46		42		45		10		50		27		28		32		44		24		28		27		41		31		30		34		38		25		23		46		43		62		48		78		69		34		73		19		62		48		48		35		24		23		24		33		38		6		46		23		26		80		73		23		54		22		33		68		23
32		59		86		63		58		47		21		75		44		0		7		55		37		52		103		30		79		46		91		10		20		34		6		73		54		94		63		56		62		60		58		66		65		59		39		74		34		8		59		39		90		3		46		58		62		69		14		57		31		70		92		8		79		30		21		68		63		34		38		50		45		70		64		57		67		98		66		77		112		67
39		60		87		66		59		54		28		76		45		7		0		62		42		53		104		31		80		47		92		11		17		37		3		74		55		95		64		57		63		55		59		67		66		60		40		75		35		15		60		32		91		10		53		59		69		70		11		64		26		71		93		15		80		31		22		69		64		35		39		51		46		71		71		64		68		99		67		78		113		68
