70
0		44		23		45		6		35		75		15		4		40		9		43		74		49		75		50		54		21		65		32		59		61		33		30		48		34		32		16		17		20		51		22		25		6		33		47		46		70		38		26		33		63		49		15		33		26		42		11		28		28		58		57		32		32		59		30		52		50		28		57		45		39		62		47		40		26		42		24		45		48
44		0		45		5		48		67		53		47		40		32		47		33		30		31		31		32		32		23		43		12		37		39		29		52		26		56		54		28		35		42		7		28		47		38		27		33		90		26		58		54		55		41		25		29		15		48		48		33		50		38		14		35		54		46		37		74		12		34		16		13		23		15		18		25		62		70		26		36		69		30
23		45		0		50		17		58		98		8		21		63		32		44		75		50		76		73		77		36		88		39		82		84		34		53		71		15		9		23		40		9		52		45		2		19		34		70		45		71		61		49		10		86		70		26		34		27		65		34		11		51		59		80		19		55		82		29		57		73		37		58		68		60		63		70		63		37		65		47		68		49
45		5		50		0		49		68		48		48		41		33		48		38		29		36		30		33		31		24		42		13		32		34		34		53		21		61		59		29		36		47		6		29		52		39		32		34		91		25		59		55		60		36		20		30		20		53		49		34		55		39		13		30		59		47		32		75		7		35		17		12		18		10		17		24		63		71		27		37		70		35
6		48		17		49		0		41		81		9		8		46		15		47		78		53		79		56		60		25		71		36		65		67		37		36		54		28		26		20		23		14		55		28		19		10		37		53		42		74		44		32		27		69		53		19		37		30		48		17		22		34		62		63		26		38		65		26		56		56		32		61		51		43		66		53		46		22		48		30		51		52
35		67		58		68		41		0		40		50		37		35		26		66		97		72		98		35		37		44		30		55		36		56		56		15		51		69		67		39		32		55		74		39		60		39		56		34		23		93		9		13		68		32		72		38		56		61		19		34		63		29		81		42		67		21		50		37		75		33		51		80		58		62		85		44		5		21		41		31		10		71
75		53		98		48		81		40		0		90		77		35		66		86		57		84		58		25		21		62		14		59		16		16		82		45		27		109		107		75		58		95		46		53		100		79		80		28		63		53		37		49		108		12		32		72		68		101		33		64		103		47		43		18		107		43		16		77		41		25		61		52		30		38		45		28		35		61		33		51		42		83
15		47		8		48		9		50		90		0		13		55		24		46		77		52		78		65		69		28		80		35		74		76		36		45		63		19		17		19		32		11		54		37		10		11		36		62		43		73		53		41		18		78		62		18		36		29		57		26		13		43		61		72		21		47		74		27		55		65		31		60		60		52		65		62		55		29		57		39		60		51
4		40		21		41		8		37		77		13		0		42		11		39		70		45		71		52		56		17		67		28		61		63		29		32		50		32		30		12		19		18		47		24		23		2		29		49		50		66		40		28		31		65		49		11		29		24		44		13		26		30		54		59		30		34		61		34		48		52		24		53		47		39		58		49		42		30		44		26		47		44
40		32		63		33		46		35		35		55		42		0		31		51		62		49		63		10		14		27		25		24		19		21		47		20		16		74		72		40		23		60		39		18		65		44		45		7		58		58		26		22		73		23		37		37		33		66		16		29		68		12		46		17		72		14		19		42		40		10		26		45		23		27		50		9		30		38		6		16		37		48
9		47		32		48		15		26		66		24		11		31		0		46		77		52		78		41		45		24		56		35		50		52		36		21		39		43		41		19		12		29		54		19		34		13		36		38		43		73		29		17		42		54		52		18		36		35		33		14		37		19		61		48		41		23		50		27		55		41		31		60		38		42		65		38		31		23		33		15		36		51
