30
0		9		33		29		18		2		21		17		24		16		9		13		12		28		21		23		9		5		36		21		28		23		27		8		11		29		4		11		38		12
9		0		28		20		13		11		16		12		15		7		14		4		17		19		12		18		18		4		31		12		19		18		22		9		20		20		11		2		33		7
33		28		0		20		15		33		12		16		35		25		24		24		23		13		18		14		30		32		3		24		29		12		10		37		26		30		37		26		5		21
29		20		20		0		21		31		10		30		15		13		34		16		37		9		8		28		38		24		23		8		9		26		24		21		40		10		31		18		25		23
18		13		15		21		0		18		11		9		20		10		13		9		16		20		13		7		17		17		18		13		20		5		9		22		19		21		22		11		20		6
2		11		33		31		18		0		21		17		26		18		9		15		12		30		23		23		7		7		36		23		30		23		27		10		9		31		4		13		38		12
21		16		12		10		11		21		0		20		23		13		24		12		27		9		6		18		28		20		15		12		17		16		14		25		30		18		25		14		17		13
17		12		16		30		9		17		20		0		25		17		8		14		7		29		22		6		14		16		19		22		29		6		10		21		10		30		21		12		21		7
24		15		35		15		20		26		23		25		0		10		29		11		32		24		17		25		33		19		38		11		6		25		29		16		35		5		26		13		40		18
16		7		25		13		10		18		13		17		10		0		21		3		24		14		7		15		25		11		28		5		12		15		19		12		27		13		18		5		30		10
9		14		24		34		13		9		24		8		29		21		0		18		3		33		26		14		6		10		27		26		33		14		18		13		6		34		13		16		29		11
13		4		24		16		9		15		12		14		11		3		18		0		21		15		8		14		22		8		27		8		15		14		18		13		24		16		15		2		29		7
12		17		23		37		16		12		27		7		32		24		3		21		0		36		29		11		9		13		24		29		36		11		15		16		3		37		16		19		26		14
28		19		13		9		20		30		9		29		24		14		33		15		36		0		7		27		37		23		14		13		18		25		23		26		39		19		30		17		18		22
21		12		18		8		13		23		6		22		17		7		26		8		29		7		0		20		30		16		21		6		11		18		16		19		32		12		23		10		23		15
23		18		14		28		7		23		18		6		25		15		14		14		11		27		20		0		20		22		15		20		27		2		4		27		14		28		27		16		15		11
9		18		30		38		17		7		28		14		33		25		6		22		9		37		30		20		0		14		33		30		37		20		24		17		6		38		7		20		35		15
5		4		32		24		17		7		20		16		19		11		10		8		13		23		16		22		14		0		35		16		23		22		26		5		16		24		7		6		37		11
36		31		3		23		18		36		15		19		38		28		27		27		24		14		21		15		33		35		0		27		32		13		11		40		27		33		40		29		6		24
21		12		24		8		13		23		12		22		11		5		26		8		29		13		6		20		30		16		27		0		7		18		18		13		32		8		23		10		29		15
28		19		29		9		20		30		17		29		6		12		33		15		36		18		11		27		37		23		32		7		0		25		23		20		39		1		30		17		34		22
23		18		12		26		5		23		16		6		25		15		14		14		11		25		18		2		20		22		13		18		25		0		4		27		14		26		27		16		15		11
27		22		10		24		9		27		14		10		29		19		18		18		15		23		16		4		24		26		11		18		23		4		0		31		18		24		31		20		11		15
8		9		37		21		22		10		25		21		16		12		13		13		16		26		19		27		17		5		40		13		20		27		31		0		19		21		10		11		42		16
11		20		26		40		19		9		30		10		35		27		6		24		3		39		32		14		6		16		27		32		39		14		18		19		0		40		13		22		29		17
29		20		30		10		21		31		18		30		5		13		34		16		37		19		12		28		38		24		33		8		1		26		24		21		40		0		31		18		35		23
4		11		37		31		22		4		25		21		26		18		13		15		16		30		23		27		7		7		40		23		30		27		31		10		13		31		0		13		42		16
11		2		26		18		11		13		14		12		13		5		16		2		19		17		10		16		20		6		29		10		17		16		20		11		22		18		13		0		31		5
38		33		5		25		20		38		17		21		40		30		29		29		26		18		23		15		35		37		6		29		34		15		11		42		29		35		42		31		0		26
12		7		21		23		6		12		13		7		18		10		11		7		14		22		15		11		15		11		24		15		22		11		15		16		17		23		16		5		26		0
