30
0		18		6		21		29		37		14		37		33		19		25		20		2		41		19		35		35		33		17		10		10		16		15		27		37		18		9		21		34		41
18		0		24		33		11		31		20		21		17		27		7		6		16		25		5		19		19		25		9		8		24		4		21		11		21		2		21		9		24		25
6		24		0		17		35		33		10		33		29		15		31		18		8		37		19		31		31		29		15		16		6		22		11		29		33		22		5		17		30		37
21		33		17		0		44		16		13		28		22		6		40		27		21		28		28		22		14		12		24		25		11		31		12		38		26		31		12		24		13		20
29		11		35		44		0		42		31		16		22		38		4		17		27		18		16		22		30		36		20		19		35		13		32		6		18		13		32		20		35		32
37		31		33		16		42		0		23		26		20		18		38		25		37		26		26		20		12		6		22		27		27		29		22		36		24		29		28		22		7		10
14		20		10		13		31		23		0		23		19		7		27		14		14		27		15		21		21		19		11		12		4		18		1		25		23		18		5		11		20		27
37		21		33		28		16		26		23		0		6		22		16		17		37		4		18		6		14		20		20		27		27		25		22		10		2		19		28		16		19		16
33		17		29		22		22		20		19		6		0		16		18		13		33		8		14		2		8		14		16		23		23		21		18		16		4		15		24		12		13		10
19		27		15		6		38		18		7		22		16		0		34		21		19		22		22		16		16		14		18		19		9		25		6		32		20		25		10		18		15		22
25		7		31		40		4		38		27		16		18		34		0		13		23		20		12		18		26		32		16		15		31		9		28		6		16		9		28		16		31		28
20		6		18		27		17		25		14		17		13		21		13		0		20		21		1		15		15		19		3		10		18		8		15		11		17		4		15		3		18		21
2		16		8		21		27		37		14		37		33		19		23		20		0		41		19		35		35		33		17		10		10		14		15		27		37		18		9		21		34		41
41		25		37		28		18		26		27		4		8		22		20		21		41		0		22		6		14		20		24		31		31		29		26		14		4		23		32		20		19		16
19		5		19		28		16		26		15		18		14		22		12		1		19		22		0		16		16		20		4		9		19		7		16		10		18		3		16		4		19		22
35		19		31		22		22		20		21		6		2		16		18		15		35		6		16		0		8		14		18		25		25		23		20		16		4		17		26		14		13		10
35		19		31		14		30		12		21		14		8		16		26		15		35		14		16		8		0		6		18		25		25		23		20		24		12		17		26		14		5		6
33		25		29		12		36		6		19		20		14		14		32		19		33		20		20		14		6		0		16		23		23		23		18		30		18		23		24		16		1		8
17		9		15		24		20		22		11		20		16		18		16		3		17		24		4		18		18		16		0		7		15		7		12		14		20		7		12		4		17		24
10		8		16		25		19		27		12		27		23		19		15		10		10		31		9		25		25		23		7		0		16		6		13		17		27		8		13		11		24		31
10		24		6		11		35		27		4		27		23		9		31		18		10		31		19		25		25		23		15		16		0		22		5		29		27		22		3		15		24		31
16		4		22		31		13		29		18		25		21		25		9		8		14		29		7		23		23		23		7		6		22		0		19		15		25		6		19		9		22		29
15		21		11		12		32		22		1		22		18		6		28		15		15		26		16		20		20		18		12		13		5		19		0		26		22		19		6		12		19		26
27		11		29		38		6		36		25		10		16		32		6		11		27		14		10		16		24		30		14		17		29		15		26		0		12		9		26		14		29		26
37		21		33		26		18		24		23		2		4		20		16		17		37		4		18		4		12		18		20		27		27		25		22		12		0		19		28		16		17		14
18		2		22		31		13		29		18		19		15		25		9		4		18		23		3		17		17		23		7		8		22		6		19		9		19		0		19		7		22		23
9		21		5		12		32		28		5		28		24		10		28		15		9		32		16		26		26		24		12		13		3		19		6		26		28		19		0		12		25		32
21		9		17		24		20		22		11		16		12		18		16		3		21		20		4		14		14		16		4		11		15		9		12		14		16		7		12		0		15		20
34		24		30		13		35		7		20		19		13		15		31		18		34		19		19		13		5		1		17		24		24		22		19		29		17		22		25		15		0		7
41		25		37		20		32		10		27		16		10		22		28		21		41		16		22		10		6		8		24		31		31		29		26		26		14		23		32		20		7		0
